Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
Uncharted,2022,Ruben Fleischer,"['Action', 'Adventure']",2.5,2.62,116,['USA'],English,"['English', 'Spanish']",449792,62609,65965,"['Tom Holland', 'Mark Wahlberg', 'Sophia Ali', 'Tati Gabrielle', 'Antonio Banderas', 'Steven Waddington', 'Rudy Pankow', 'Tiernan Jones', 'Pingi Moli', 'Jesús Evita', 'Georgia Goodman', 'Diarmaid Murtagh', 'Joseph Balderrama', 'Serena Posadino', 'Alana Boden', 'Jonathan Failla', 'Anthony Thomas', 'Peter Seaton-Clark', 'Robert Maaser', 'Eskindir Tesfay', 'Manuel de Blas', 'Carme Capdet', 'Julia Schunevitsch', 'Alois Knapps', 'Patricia Meeden', 'Nolan North', 'Matt Barkley', 'Jimmy Hart', 'Brett Praed', 'Carlo Kitzlinger', 'Pilou Asbæk', 'Rubén Doblas Gundersen']","['Columbia Pictures', 'Atlas Entertainment', 'PlayStation Productions', 'Arad Productions']",https://letterboxd.com//film/uncharted-2022/
Free Chol Soo Lee,2022,"Eugene Yi, Julie Ha",['Documentary'],3,3.68,83,['USA'],English,"['English', 'Korean']",3483,1605,917,"['Chol Soo Lee', 'Sebastian Yoon', 'Ranko Yamada', 'K.W. Lee', 'Jeff Adachi', 'David Kakishiba', 'Jay Kun Yoo', 'Grace Kim', 'Warren Furutani', 'Leonard Weinglass', 'Josiah “Tink” Thompson', 'Gail Whang', 'Jai Lee Wong', 'Mike Suzuki', 'Me Yea Lee', 'Leonard Tauman', 'Tony Serra', 'Stuart Hanlon', 'Frank Falzon', 'Sandra Gin', 'Sung Soo Yoo', 'Richard Kim']","['XTR', 'ITVS', 'Center for Asian American Media (CAAM)']",https://letterboxd.com//film/free-chol-soo-lee/
Cem Yılmaz: Diamond Elite Platinum Plus,2021,Cem Yılmaz,['Comedy'],4,2.93,94,['Turkey'],Turkish,['Turkish'],17174,532,879,['Cem Yılmaz'],['CMYLMZ Fikirsanat'],https://letterboxd.com//film/cem-ylmaz-diamond-elite-platinum-plus/
Spider-Man: No Way Home,2021,Jon Watts,"['Action', 'Adventure', 'Science Fiction']",4,3.86,148,['USA'],English,"['English', 'Tagalog']",2292166,371736,921324,"['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon', 'Jon Favreau', 'Jamie Foxx', 'Willem Dafoe', 'Alfred Molina', 'Benedict Wong', 'Tony Revolori', 'Marisa Tomei', 'Andrew Garfield', 'Tobey Maguire', 'Angourie Rice', 'Arian Moayed', 'Paula Newsome', 'Hannibal Buress', 'Martin Starr', 'J.B. Smoove', 'J.K. Simmons', 'Rhys Ifans', 'Charlie Cox', 'Thomas Haden Church', 'Emily Fong', 'Mary Rivera', 'Rudy Eisenzopf', 'Kathleen Cardoso', 'Jonathan Sam', 'Andrew Dunlap', 'Ben VanderMey', 'Zany Dunlap', 'B. Clutch Dunlap', 'Minnah Dunlap', 'Gary Weeks', 'Gregory Konow', 'Carol Anne Dines', 'Anisa Nyell Johnson', 'Willie Burton', 'Mallory Hoff', 'Greg Clarkson', 'Regina Ting Chen', 'Robert Mitchel Owenby', 'Glenn Keogh', 'Paris Benjamin', 'Jwaundace Candece', 'Taylor St. Clair', 'Gabriella Cila', 'Darnell Appling', 'Rolando Fernandez', 'Edward Force', 'Michael Le', 'Dean Meminger', 'Frederick A. Brown', 'Cristo Fernández', 'Clay Savage', 'Tom Hardy', 'Jake Gyllenhaal', 'Jay Karales', 'Gina Aponte', 'John Barnes', 'Harry Holland', 'Haroon Khan']","['Marvel Studios', 'Pascal Pictures', 'Columbia Pictures']",https://letterboxd.com//film/spider-man-no-way-home/
The King's Man,2021,Matthew Vaughn,"['Thriller', 'Adventure', 'Action']",3,2.75,131,"['UK', 'USA']",English,['English'],278525,36670,41020,"['Ralph Fiennes', 'Gemma Arterton', 'Rhys Ifans', 'Matthew Goode', 'Tom Hollander', 'Harris Dickinson', 'Daniel Brühl', 'Djimon Hounsou', 'Charles Dance', 'Shaun McKee', 'Peter York', 'Alexandra Maria Lara', 'Alexander Shaw', 'Bevan Viljoen', 'Shaun Scott', 'Andrew Bridgmont', 'Olivier Richters', 'Valerie Pachner', 'Joel Basman', 'Todd Boyce', 'Richard Stephenson Winter', 'Takako Akashi', 'Thorston Manderlay', 'Terence Anderson', 'Andy Cheung', 'Ron Cook', 'Barbara Drennan', 'Maja Simonsen', 'Benedick Blythe', 'Max Count', 'Emil Oksanen', 'George Gooderham', 'Alexa Povah', 'Branka Katić', 'Alexander Shefler', 'Rosie Goddard', 'Dora Davis', 'Lucia Jade Barker', 'Molly McGeachin', 'Angus Castle-Doughty', ""Jed O'Hagan"", 'Thomas Mahy', 'Connor Calland', 'James Musgrave', 'Martin Razpopov', 'Aaron Vodovoz', 'Gabriela Całun', 'Gabriel Constantin', 'Vår Haugholt', 'Ronja Haugholt', 'Alyona Kazarova', 'Fiz Marcus', 'Nina Novich', 'Andrey Andreev', 'August Diehl', 'Nigel Lister', 'Daniel Vernan', 'Nigel Pilkington', 'Ed Cooper Clarke', 'Stevee Davies', 'Alison Steadman', 'Russell Balogh', 'Kristian Wanzl Nekrasov', 'Stefan Schiffer', 'Tim Bruce', 'Hal Hillman', 'Ian Kelly', 'David Calvitto', 'Ian Porter', 'Simon Connolly', 'Alexander Cobb', 'Aaron Taylor-Johnson', 'Emun Elliott', 'James Backway', 'Cassidy Little', 'Neil Jackson', 'Ben Ayers', 'Gwithian Evans', 'Cory Stuckey', 'Timon Staehler', 'Timothy Blore', 'Ross Anderson', 'Robert Aramayo', 'Remus Brooks', 'Felix Mosse', 'Will Pattle', 'Amy Leeson', 'Dolores Carbonari', 'Stanley Tucci', 'Pippa Winslow', 'David Kross', 'Katarina Martin', 'Kya Garwood', 'Constantine Gregory', 'Hal Fowler', 'Renars Latkovskis', 'Jack Cunningham-Nuttall', 'Chloé Booyens']","['Marv', 'Cloudy Productions', '20th Century Studios']",https://letterboxd.com//film/the-kings-man/
Don't Look Up,2021,Adam McKay,"['Science Fiction', 'Comedy', 'Drama']",3.5,3.0,138,['USA'],English,['English'],1683574,122190,345908,"['Jennifer Lawrence', 'Leonardo DiCaprio', 'Meryl Streep', 'Rob Morgan', 'Jonah Hill', 'Cate Blanchett', 'Mark Rylance', 'Tyler Perry', 'Timothée Chalamet', 'Ron Perlman', 'Ariana Grande', 'Kid Cudi', 'Himesh Patel', 'Melanie Lynskey', 'Michael Chiklis', 'Tomer Sisley', 'Paul Guilfoyle', 'Robert Joy', 'Jack Alberts', 'Ting Lik', 'Lance A. Williams', 'Shimali de Silva', 'Hettienne Park', 'Rafael Silva', 'Lonnie Farmer', 'Homa Sarabi Daunis', 'Barbara Douglass', 'Rena Maliszewski', 'Erik Parillo', 'Robert Hurst Radochia', 'Conor Sweeney', 'Ross Partridge', 'Richard Donelly', 'Liev Schreiber', 'Samsara Yett', 'Meara Mahoney Gross', 'Jaden Onwuakor', 'Staci Roberts', 'Wendy Bellevue', 'Mishka Yarovoy', 'Chris Everett', 'Annette Miller', 'Stephen Thorne', 'Aimee Doherty', 'Natalie Rebenkoff', 'Gary Tanguay', 'Georgia Lyman', 'Patricia DeHaney', 'Ben Sidell', 'Therese Plaehn', 'Omar Ghonim', ""Jody O'Neil"", 'Meghan Leathers', 'Ashleigh Banfield', 'Sarah Silverman', 'Richard Snee', 'Darryl Wooten', 'Danielle Waxman', 'Jeffrey Smith', 'Jon Glaser', 'Dorothy Dwyer', 'Odis Spencer Jr.', 'André Silva', 'Zach Holmes', 'Sarah Nolen', 'Alvin Keith', 'Alaina Pinto', 'Lizzie Short', 'Juri Love', 'Sujoy De', 'Brahms Guignard', 'Sergei Bushmanov', 'Lewis D. Wheeler', 'Steve Gagliastro', 'David J. Curtis', 'Kevin Craig West', 'Alison Weller', 'Rob Lévesque', 'Sam Zephir', 'Dee Nelson', 'Beau Allen', 'Rebecca Gibel', 'Brian Faherty', 'Celeste Oliva', 'Amanda Cass', 'Roman Mitichyan', 'Paul Marini', 'Alex Huynh', 'Michael Jibrin', 'Bill Mootos', 'Patti Tippo', 'Allyn Burrows', 'Tori Davis Lawlor', 'Joy Lang', 'June Holmes', 'Graham Holmes', 'Jacob Sanditen', 'Anthony Marrese', 'Chris Evans', 'Caroline Bergwall', 'Anania Williams', 'Nate Richman', 'Wes Johnson', 'John Bucy', 'Patrick Gover', 'Conrad Perry', 'Matt Rouillard', 'Christopher Deschenes', 'J.P. Aaron', 'Daniela August', 'Nicholai Senat', 'Alexandra Zilch', 'Jonathan Kobs', 'Bianca de la Garza', 'Caitlin Ishibashi', 'Claire Davis', 'Elder Isaiah Perez', 'Coran Spardakis Henley', 'Lance Norris', 'Ralph M. Studley', 'Frank Ridley', 'Andrew Haserlat', 'Jayne McLendon', 'Ishaan Khattar', 'Khaldoun Rajeh', 'Sheren Rajeh', 'Khaled Rajeh', 'Kareem Rajeh', 'Ahmad Rajeh', 'Adila Rajeh', 'J.T. Turner', 'Ed Peed', 'Luan Gallagher']",['Hyperobject Industries'],https://letterboxd.com//film/dont-look-up-2021/
Nightmare Alley,2021,Guillermo del Toro,"['Drama', 'Crime', 'Thriller']",3.5,3.45,150,['USA'],English,['English'],369097,86515,83247,"['Bradley Cooper', 'Rooney Mara', 'Cate Blanchett', 'Toni Collette', 'Richard Jenkins', 'Willem Dafoe', 'David Strathairn', 'Ron Perlman', 'Holt McCallany', 'Mary Steenburgen', 'Peter MacNeill', 'Mark Povinelli', 'Jim Beaver', 'Tim Blake Nelson', 'Clifton Collins Jr.', 'Paul Anderson', 'Lara Jean Chorostecki', 'David Hewlett', 'Sarah Mennell', 'Mike Hill', 'Caleb Ellsworth-Clark', 'Dian Bachar', 'Troy James', 'Matthew MacCallum', 'Samantha Rodes', 'Jesse Buck', 'Perry Mucci', 'Bill MacDonald', 'Dan Lett', 'Catherine McGregor', 'Martin Julien', 'Natalie Brown', 'Tim Post', 'Will Conlon', 'Daniel Falk', 'Stephen McHattie', 'James Collins', 'Lili Connor', 'Danny Waugh', 'Walter Rinaldi', 'Andrew Locke', 'Calvin Desautels', 'Derrick Moore', 'Linden Porco', 'Grant Bradley', 'Dani Klupsch', 'Vikki Ring', 'Vanessa Botbyl', 'Michael Bridgeman', 'Charles Langille', 'Paul Taylor', 'Clyde Whitham', 'Romina Power']","['Searchlight Pictures', 'Double Dare You Productions']",https://letterboxd.com//film/nightmare-alley-2021/
West Side Story,2021,Steven Spielberg,"['Romance', 'Crime', 'Drama']",3,3.62,156,['USA'],English,"['English', 'Spanish']",370957,107975,96597,"['Ansel Elgort', 'Rachel Zegler', 'Ariana DeBose', 'David Alvarez', 'Mike Faist', ""Brian d'Arcy James"", 'Corey Stoll', 'Rita Moreno', 'Josh Andrés Rivera', 'Ana Isabelle', 'Ilda Mason', 'iris menas', 'Julius Anthony Rubio', 'Tanairi Sade Vazquez', 'David Aviles Morales', 'Sebastian Serra', 'Ricardo Zayas', 'Ricky Ubeda', 'Andrei Chagas', 'Adriel Flete', 'Jacob Guzman', 'Kelvin Delgado', 'Carlos Sánchez Falú', 'Yurel Echezarreta', 'David Guzman', 'Sean Harrison Jones', 'Jess LeProtto', 'Patrick Higgins', 'Kyle Allen', 'John Michael Fiumara', 'Kevin Csolak', 'Kyle Coffman', 'Ben Cook', 'Harrison Coll', 'Garett Hawe', 'Myles Erlick', 'Julian Elia', 'Carlos E. Gonzalez', 'Daniel Patrick Russell', 'Yesenia Ayala', 'Gabriela M. Soto', 'Juliette Feliciano Ortiz', 'Jeanette Delgado', 'Maria Alexis Rodriguez', 'Edriz E. Rosa Pérez', 'Jennifer Florentino', 'Melody Martí', 'Gaby Diaz', 'Isabella Ward', 'Eloise Kropp', 'Paloma Garcia-Lee', 'Leigh-Ann Esty', 'Lauren Leach', 'Brittany Pollack', 'Kellie Drobnick', 'Skye Mattox', 'Adriana Pierce', 'Jonalyn Saxer', 'Brianna Abruzzo', 'Halli Toland', 'Sara Esty', 'Talia Ryder', 'Maddie Ziegler', 'Andréa Burns', 'Mike Iveson', 'Jamila Velazquez', 'Annelise Cepero', 'Yassmin Alers', 'Jamie Harris', 'Curtiss Cook', 'Nadia Quinn', 'Arianna Rosario', 'Natalie Toro', 'María Alejandra Castillo', 'Mannelly Gonzalez Abreu', 'Maya Haghighi Guliani', 'Tyler Myers', 'Jesseudi Marcelino', 'German M. Castillo', 'Ciara Calderon', 'Aubrey Mills', 'Leonardo Ro', 'Adrian Castillo', 'Luke Joseph Fuentes Duculan', 'Abigail R. Valdez', 'Navio Lopez', 'Victor Cruz', 'Erik Charlston', 'Clint de Ganon', 'Dave Phillips', 'Silvano Monasterios', 'Ric Molina', 'Dan Pearson', 'Hommy Ramos', 'Jose Ruiz', 'Jumaane Smith', 'Dave Noland', 'Roland Morales', 'Javier Diaz', 'Chryssie Whitehead', 'Ron Stroman', 'Rene Ojeda', 'Feiga Martinez', 'Mike Massimino', 'Ryan Woodle', 'David Bean', 'Bert Michaels', 'Joe Lanza', 'Savannah Renée Rodriguez', 'Denia Brache', 'Lesley Bilingslea', 'Andy Powers', 'Reginald L. Barnes', 'Patrick Noonan', 'Jeff Ward', 'Pablo Thomas', 'Paul Niebanck', 'Ixchel Cuellar', 'Ricky Garcia', 'Oscar Antonio Rodriguez', 'José Ramón Rosario', 'Doreen Montalvo', 'Shade Rupe']","['20th Century Studios', 'Amblin Entertainment', 'TSG Entertainment']",https://letterboxd.com//film/west-side-story-2021/
Licorice Pizza,2021,Paul Thomas Anderson,"['Romance', 'Comedy', 'Drama']",3.5,3.61,133,"['Canada', 'USA']",English,"['English', 'Japanese', 'Spanish']",643282,150683,180223,"['Alana Haim', 'Cooper Hoffman', 'Sean Penn', 'Tom Waits', 'Bradley Cooper', 'Benny Safdie', 'Skyler Gisondo', 'Mary Elizabeth Ellis', 'John Michael Higgins', 'Christine Ebersole', 'Harriet Sansom Harris', 'Joseph Cross', 'Danielle Haim', 'Este Haim', 'Moti Haim', 'Donna Haim', 'Maya Rudolph', 'Ryan Heffington', 'Nate Mann', 'Isabelle Kusman', 'Destry Allyn Spielberg', 'George DiCaprio', 'Iyana Halley', 'Ray Chase', 'Emma Dumont', 'Yumi Mizui', 'Megumi Anjo', 'Emily Althaus', 'Tim Conway Jr.', 'Griff Giacchino', 'Will Angarola', 'Milo Herschlag', 'Craig Stark', 'Louis Delavenne', 'Rogelio Camarillo', 'Nathan M. Hadden', 'Brian Kehew', 'Ray Nicholson', 'Eloy Perez', 'Pearl Minnie Anderson', 'Dan Chariton', 'James Kelley', 'Dexter Demme', 'River Cornwell', 'Harrison Bray', 'Sasha Spielberg', 'Karissa Reynafarje', 'Savannah Ioakimedes', 'Dorie Samovitz', 'Anna Cordell', 'Adam Somner', 'Joshua Carl Allen', 'Patrick Hoelck', 'Collin Sutton', 'Lucia Angarola', 'Lola Brown', 'Nancy Cornwell', 'Harry Fincher', 'Laura Gary', 'Julie Goldklang', 'Ava Gosselaar', 'Lila Kay', 'Lucy Lopez', 'Zoe Novak', 'Van Rich-Takayama', 'Isaac Soren', 'Phil Bray', 'Patrick Aranda', 'Andrew C. Eure', 'Joshua Zev Nathan', 'Mia Bruno', 'Trevor Tavares', 'Kathy Trinh', 'Greg Goetzman', 'Grace Anderson', 'Minnie Ida Anderson', 'Jack Anderson', 'Lucille Anderson', 'Mahalia Flanagan', 'Seamus Flanagan', 'Tallulah Hoffman', 'Willa Hoffman', 'Megan Kelley', 'Hudson Monkarsh', 'Olive Monkarsh', 'Stella Monkarsh', 'Waylon Richling', 'Ben Schacter', 'Matty Schacter', 'Hazel Schaffer', 'June Schaffer', 'Delaina Mitchell', 'Liz Cackowski', 'Vanessa Schacter', 'Alexandra Monkarsh', 'Tyler Young', 'Josh Monkarsh', 'Max Mitchell', 'Erica Sullivan', 'Bottara Angele', 'Laura Louise Richardson', 'Lakin Valdez', 'Mark Kirksey', 'Allegra Clark', 'Ingrid Sophie Schram', 'Ariel Rechtshaid', 'Doug Weaver', 'Ted McCarthy', 'Lori Killam', 'Coco Soren', 'Austin Anderson', 'William Angarola', 'Hudson Brown', 'Sawyer Conklin', 'Sylvie Conklin', 'Sharyn Dent-Bray', 'Renee Flanagan', 'Jamie Giacchino', 'Apryl Huntzinger', 'Shana Dishell Richling', 'Thomas John Rudolph', 'Charlotte Schmid-Maybach', 'Ford Stoller', 'George Stoller', 'Theo Stoller', 'William Stoller', 'Zoe Herschlag', 'Henri Abergel', 'Theresa Anderson', 'Mark Flanagan', 'Joanne Gough', 'Paul Gough', 'Cassandra Kulukundis', 'Danielle Miller', 'Hank Oster', 'Reina Reyes', 'Kimiko Kasai', 'Dick Rudolph', 'Kirk Saduski', 'Katy Weber', 'Dennis Weiss', 'Mark Wolfson', 'Ryan B. Young', 'Benjamin Barrett', 'Demelza Cronin', 'Katie Cronin', 'Dennis McCarthy', ""Mary Eileen O'Donnell"", 'William Potter', 'Ted McCarthy', 'Karen Kilgariff', 'Alex Herschlag', 'Madison Sonora', 'Jonathan Goetzman', 'Victoria Kunkel', 'Jon Beavers', 'Luigi Della Ripa', 'Riley Parker', 'Max Beristain', 'Eden Burakoff', 'Alex Canter', 'Avery Carey', 'AJ Carr', 'Angenaya Carr', 'Nick Cohen', 'Eric Culhane', 'Astaria Dayne', 'Mick Giacchino', 'Luna Gray', 'Julia Greene', 'Sung Han', 'Lawrence Haymes', 'Arlo Reilly', 'Francesca Sarracino', 'Luigi Sarracino', 'Frank Scott', 'Max Scott', 'Yanari Warren', 'Ciara Williamson', 'Hannah Williamson', 'Dan Anderson', 'Kat Barnette', 'Natalia Becerril', 'Zachary Chicos', 'Gerren Hall', 'Fatimah Hassan', 'Steven Herrera', 'Brandon Koen', 'Richard B. Larimore', 'Paige Locke', 'Zoe McLane', 'Anthony Molinari', 'John C. Reilly', 'Patrick Salway', 'Tess Rianne Sullivan', 'Charlotte Townsend', 'Jeff Willy']","['Metro-Goldwyn-Mayer', 'Focus Features', 'Bron Studios', 'Ghoulardi Film Company']",https://letterboxd.com//film/licorice-pizza/
Hamlet,2021,Kaan Müjdeci,"['Crime', 'Mystery']",3.5,3.4,nan,['Turkey'],Turkish,['Turkish'],375,47,35,"['Erdal Beşikçioğlu', 'Elit İşcan', 'Şebnem Bozoklu', 'Hatice Aslan', 'Murat Kılıç', 'Ahmet Rıfat Şungar', 'Cihat Tamer', 'Çiğdem Selişik Onat', 'Emrullah Çakay', 'Mustafa Alabora']",['GAİN MEDYA A.Ş.'],https://letterboxd.com//film/hamlet-2021/
Encanto,2021,"Byron Howard, Jared Bush","['Animation', 'Comedy', 'Family', 'Fantasy']",3.5,3.54,102,['USA'],English,"['English', 'Spanish']",1101982,114581,290360,"['Stephanie Beatriz', 'María Cecilia Botero', 'John Leguizamo', 'Diane Guerrero', 'Jessica Darrow', 'Carolina Gaitán', 'Angie Cepeda', 'Ravi Cabot-Conyers', 'Mauro Castillo', 'Rhenzy Feliz', 'Wilmer Valderrama', 'Adassa', 'Maluma', 'Rose Portillo', 'Juan Castano', 'Sarah-Nicole Robles', 'Hector Elias', 'Alan Tudyk', 'Noemi Josefina Flores', 'Olga Merediz', 'Jorge E. Ruiz Cano', 'Alyssa Bella Candiani', 'Paisley Day Herrera', 'Brooklyn Skylar Rodriguez', 'Ezra Rudulph']","['Walt Disney Animation Studios', 'Walt Disney Pictures']",https://letterboxd.com//film/encanto/
Between Two Dawns,2021,Selman Nacar,['Drama'],3.5,3.5,91,"['France', 'Romania', 'Spain', 'Turkey']",Turkish,['Turkish'],4198,843,559,"['Mücahit Koçak', 'Nezaket Erden', 'Burcu Gölgedar', 'Ünal Silver', 'Bedir Bedir', 'Erdem Şenocak', 'Ali Seçkiner Alıcı', 'Cihat Süvarioğlu', 'Yıldırım Şimşek', 'Cemalettin Çekmece', 'Banu Fotocan', 'Gülçin Kültür Şahin']","['Luxbox', 'CNC', 'Libra Film', 'Arizona Productions', 'Kuyu Film', 'Nephilim Producciones']",https://letterboxd.com//film/between-two-dawns/
Squid Game,2021,Hwang Dong-hyuk,"['Drama', 'Mystery']",3,3.76,495,['South Korea'],Korean,"['Korean', 'English', 'Urdu']",881319,31598,215552,"['Lee Jung-jae', 'Wi Ha-jun', 'Park Hae-soo', 'Jung Ho-yeon', 'Oh Young-soo', 'Heo Sung-tae', 'Kim Joo-ryoung', 'Anupam Tripathi', 'Lee You-mi']","['Siren Pictures', 'Firstman Studio']",https://letterboxd.com//film/squid-game/
The Last Duel,2021,Ridley Scott,"['History', 'Drama', 'Action']",4,3.73,153,"['UK', 'USA']",English,"['English', 'French', 'Romanian']",279450,67140,73795,"['Matt Damon', 'Adam Driver', 'Jodie Comer', 'Ben Affleck', 'Harriet Walter', 'Marton Csokas', 'Alex Lawther', 'William Houston', 'Oliver Cotton', 'Zeljko Ivanek', 'Nathaniel Parker', 'Tallulah Haddon', 'Aurélien Lorgnier', 'Bryony Hannah', 'Thomas Silberstein', 'Adam Goodwin', 'Ian Pirie', 'Daniel Horn', 'Michael McElhatton', 'Sam Hazeldine', 'Clive Russell', 'Julian Firth', 'Sylvain Lablée', 'Zoé Bruneau', 'Chloé Lindau', 'Adam Nagaitis', 'Elise Caprice', 'Fiona Maherault Valinski', 'Tassia Martin', 'Camille Mutin', ""Caoimhe O'Malley"", 'John Kavanagh', 'Simone Collins', 'Clare Dunne', 'Christian Erickson', 'Alex Blanchard', 'Gin Minelli', 'Cécilia Steiner', 'Serena Kennedy', 'Quentin Ogier', 'Paul Bandey', 'Martin Vaughan Lewis', 'Brontis Jodorowsky', 'Peter Hudson', 'Alexander Pattie', 'Dimitri Michelsen', 'Stephen Brennan', 'Colin David Reese', 'Bosco Hogan', 'Kyle Hixon', 'Florian Hutter', 'Sam Chemoul', 'Jim Roche', 'Martin Gogarty', 'Ronan Leonard', 'Shane Lynch', 'Peter Kirkby', 'Kevin McGahern', 'Lorris Chevalier', 'Mark Atkin', 'Janet Grene', 'Chloe Harris', 'Karl Hogan', 'Tyrone Kearns', 'Brian Manning', 'Brian F. Mulvey', 'Fady Naguib']","['20th Century Studios', 'Scott Free Productions', 'Pearl Street Films', 'TSG Entertainment']",https://letterboxd.com//film/the-last-duel-2021/
Happening,2021,Audrey Diwan,['Drama'],4,3.95,100,['France'],French,['French'],45451,17424,12293,"['Anamaria Vartolomei', 'Kacey Mottet Klein', 'Luàna Bajrami', 'Louise Orry-Diquéro', 'Pio Marmaï', 'Sandrine Bonnaire', 'Cyril Metzger', 'Anna Mouglalis', 'Fabrizio Rongione', 'Julien Frison', 'Alice de Lencquesaing', 'François Loriquet', 'Louise Chevillotte', 'Leonor Oberson', 'Louis Bédot', 'Isabelle Mazin', 'Eric Verdin', 'Édouard Sulpice', 'Leïla Muse', 'Madeleine Baudot']","['France 3 Cinéma', 'Rectangle Productions', 'Srab Films', 'Wild Bunch']",https://letterboxd.com//film/happening/
Last Night in Soho,2021,Edgar Wright,"['Thriller', 'Mystery', 'Horror']",4.5,3.4,116,"['UK', 'USA']",English,['English'],683502,142468,193934,"['Thomasin McKenzie', 'Anya Taylor-Joy', 'Matt Smith', 'Rita Tushingham', 'Michael Ajao', 'Synnøve Karlsen', 'Pauline McLynn', 'Terence Stamp', 'Diana Rigg', 'Aimée Cassettari', 'Colin Mace', 'Jessie Mei Li', 'Kassius Nelson', 'Rebecca Harrod', 'Alan Mahon', 'Connor Calland', 'Josh Zaré', 'Jacqui-Lee Pryce', 'Elizabeth Berrington', 'James Phelps', 'Oliver Phelps', 'Beth Singh', 'Paul Brightwell', 'Will Rogers', 'Terence Frisch', 'Celeste Dring', 'Jeanie Wishes', 'Andrew Bicknell', 'Adam Sopp', 'Richard Corgan', 'Michael Mears', 'Tom Hartwell', 'Paul Hamilton', 'Wayne Cater', 'Sam Claflin', 'Sam Parks', 'Alan Ruscoe', 'Margaret Nolan', 'Christopher Carrico', 'Kent Goldfinch', 'Ian Harrod', 'Ian Hartley', 'Daniel Maggott', ""Richard O'Sullivan"", 'Michael Jibson', 'Lisa McGrillis', 'Derek Lea', 'Lati Gbaja', 'Paul Riddell', 'Katrina Vasilieva', 'Al Roberts']","['Film4 Productions', 'Working Title', 'Complete Fiction', 'Perfect World Pictures', 'Focus Features']",https://letterboxd.com//film/last-night-in-soho/
Spencer,2021,Pablo Larraín,"['History', 'Drama']",4,3.68,117,"['Chile', 'Germany', 'UK', 'USA']",English,['English'],392153,94273,114694,"['Kristen Stewart', 'Jack Farthing', 'Sally Hawkins', 'Timothy Spall', 'Sean Harris', 'Thomas Douglas', 'Olga Hellsing', 'Matthias Wolkowski', 'Oriana Gordon', 'Ryan Wichert', 'John Keogh', 'Amy Manson', 'Elizabeth Berrington', 'Jack Nielen', 'Freddie Spry', 'Stella Gonet', 'Richard Sammel', 'Lore Stefanek', 'James Harkness', 'Laura Benson', 'Wendy Patterson', 'Libby Rodliffe', 'Niklas Kohrt', 'Camille Loup Moltzen', 'Sami Amber', 'Henry Castello']","['FilmNation Entertainment', 'Komplizen Film', 'Shoebox Films', 'Fabula', 'Fabula']",https://letterboxd.com//film/spencer-2021/
Dune,2021,Denis Villeneuve,"['Science Fiction', 'Adventure']",4,3.9,155,['USA'],English,"['English', 'Chinese']",1795832,242762,659193,"['Timothée Chalamet', 'Rebecca Ferguson', 'Oscar Isaac', 'Josh Brolin', 'Stellan Skarsgård', 'Dave Bautista', 'Sharon Duncan-Brewster', 'Stephen McKinley Henderson', 'Zendaya', 'Chang Chen', 'Charlotte Rampling', 'Jason Momoa', 'Javier Bardem', 'David Dastmalchian', 'Babs Olusanmokun', 'Golda Rosheuvel', 'Roger Yuan', 'Benjamin Clémentine', 'Souad Faress', 'Seun Shote', 'Neil Bell', 'Oliver Ryan', 'Stephen Collins', 'Charlie Rawes', 'Richard Carter', 'Benjamin Dilloway', 'Elmi Rashid Elmi', 'Tachia Newall', 'Gloria Obianyo', 'Fehinti Balogun', 'Dora Kápolnai-Schvab', 'Joelle', 'Jimmy Walker', 'Paul Bullion', 'Milena Sidorova', 'János Timkó', 'Jean Gilpin', 'Marianne Faithfull', 'Ellen Dubin']",['Legendary Pictures'],https://letterboxd.com//film/dune-2021/
