Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
La La Land,2016,Damien Chazelle,"['Comedy', 'Music', 'Drama', 'Romance']",4.5,4.03,129,"['Hong Kong', 'USA']",English,['English'],2425475,358874,1016309,"['Ryan Gosling', 'Emma Stone', 'John Legend', 'Rosemarie DeWitt', 'J.K. Simmons', 'Amiée Conn', 'Terry Walters', 'Thom Shelton', 'Cinda Adams', 'Callie Hernandez', 'Jessica Rothe', 'Sonoya Mizuno', 'Claudine Claudio', 'Jason Fuchs', 'D.A. Wallach', 'Trevor Lissauer', 'Olivia Hamilton', 'Anna Chazelle', 'Marius de Vries', 'Finn Wittrock', 'Josh Pence', 'Nicole Coulon', 'Damon Gupton', 'Christopher Michael Stevens', 'Keith Harris', 'Kaveh Rastegar', 'David Douglas', 'Miles Anderson', 'Bobo Chang', 'Meagen Fay', 'John Hindman', 'Valarie Rae Miller', 'Nicole Wolf', 'Corrin Evans', 'Kiff VandenHeuvel', 'Tom Everett Scott', 'Hemky Madera', 'Zoë Hall', 'Dempsey Pappion', ""Clifton 'Fou Fou' Eddie"", 'Cal Bennett', 'Nedra Wheeler', 'Javier Gonzalez', 'Khirye Tyler', 'Briana Lee', 'Shaylah J. Stevens', 'Natalie Imani', 'Camryn Ray Cavaliero', 'Sandra Rosko', 'Arthur Horowitz', 'Reshma Gajjar', 'Candice Coke', 'Hunter Hamilton', 'Damian Gomez', 'Amanda Balen', 'Lou Becker', 'Dominic Chaiduang', 'Cindera Che', 'Chris Moss', 'Marissa Labog', 'Tiffany Daniels', 'Melinda Sullivan', 'Stephanie Landwehr', 'Britt Stewart', 'Clarice Ordaz', 'Nathan Prevost', 'Mecca Vazie Andrews', 'Scott Hislop', 'Kc Monnie', 'Krystal Ellsworth', 'Sarah Mitchell', 'Khasan Brailsford', 'Morgan Larson', 'Becca Sweitzer', 'Gakenia Muigai', 'Michael Stein', 'Mario Diaz', 'Julie Schmid', 'Samantha Abrantes', 'Lexie Contursi', 'Eartha Robinson', 'Sybil Azur', 'Tara Nicole Hughes', 'Kayla Kalbfleisch', 'Martha Nichols', 'Anthony Marciona', 'Bill Prudich', 'Robert Roldan', 'Ryan Novak', 'Demian Boergadine', 'Gustavo Vargas', 'Robert Haynes', 'Jesse Houk', 'Ana Flavia Gavlak', 'Kristin Slaysman', 'Cameron Brinkman', 'Jordan Ray Fox', 'C.J. Stussi', 'Margaret Newborn', 'Nadia Tumanova', 'Crystal Nichol', 'Kristin Elliott', 'Andrea Lareo', 'Christopher Aber', 'Anna Lunberry', 'Shannon Leann', 'Jenna Curtis', 'Noah James', 'Tommy Cooley', 'Morgan Cohen', 'Jeremy Nathan Tisser', 'Patty Tobin', 'Heather Turman', 'Ottavio Taddei', 'April Martucci', 'Trent Kerpsack', 'Kaye L. Morris', 'Vince Donvito', 'Steffen Dziczek', 'Melvin LaThomas Brimm', 'Kelly Kennedy', 'Destinee Handly', 'Tommy Otis', 'Doran Butler', 'Matt Cady', 'Carol Connors', 'Patrick Cook', ""Aaron 'Deuce' Cooke"", 'Bubba Dean Rambo', 'Nick Drago', 'Shaun Evaristo', 'Dana Fukagawa', 'Daniel Gaymon', 'Liz Imperio', 'Casey Johansen', 'Cris Judd', 'Yoori Kim', 'Bradley M. Rapier', 'Dana Wilson', 'Terrance Yates', 'Tracy Shibata', 'Dominique Domingo', 'Asiel Hardison', 'Corey Anderson', 'Nick Baga', 'Leah Adler', 'Noel Bajandas', 'Denzel Chisolm', 'Montana Efaw', 'Natalie Gilmore', 'Shannon Holtzapffel', 'Galen Hooks', 'Jeremy Hudson', 'George Lawrence Jr.', 'Scott Myrick', 'Cassidy Noblett', 'Brittany Parks', 'Victor Rojas', 'Tony Bellissimo', 'Ryan Ramirez', 'Catalina Cat Rendic', 'Bryan Tanaka', 'Ava Bernstine', 'Quinn Lipton', 'Monie Adamson', 'Matthew Aylward', 'McKenzie Anderson', 'Pamela Chu', 'Mallauri Esquibel', 'Michael Higgins', 'Chris Jarosz', 'Matthew Kazmierczak', 'Paul Kirkland', 'Megan Lawson', 'Michael Munday', ""Brandon O'Neal"", 'Chelsea Thedinga', 'Danny Valle', 'Emily Williams', 'Deniz Altunay', 'Holly Houk', 'Clarence Robinson', 'Dapo Torimiro', 'Sasha Fine', 'Kendallin Sevgilisi', 'Ali Arda Özdeniz', 'Phillip E. Walker', 'Susie Ganiere', 'Lynn Moore', 'Nilla Elizabeth Watkins', 'Andres Perez-Molina', 'Milica Govich', 'Frederick Keeve', 'Amanda Fields']","['Summit Entertainment', 'Black Label Media', 'Gilbert Films', 'Impostor Pictures', 'Marc Platt Productions', 'TIK Films']",https://letterboxd.com//film/la-la-land/
Suicide Squad,2016,David Ayer,"['Adventure', 'Action', 'Fantasy']",2.5,1.99,123,['USA'],English,"['English', 'Japanese', 'Spanish']",1470554,108034,139319,"['Will Smith', 'Jared Leto', 'Margot Robbie', 'Joel Kinnaman', 'Viola Davis', 'Jai Courtney', 'Jay Hernandez', 'Adewale Akinnuoye-Agbaje', 'Cara Delevingne', 'Ike Barinholtz', 'Scott Eastwood', 'Adam Beach', 'Karen Fukuhara', 'Common', 'David Harbour', 'Jim Parrack', 'Alex Meraz', 'Corina Calderon', 'Ben Affleck', 'Ezra Miller', 'Robin Atkin Downes', 'Shailyn Pierre-Dixon', 'Matt Baram', 'Alain Chanoine', 'Ted Whittall', 'Michael Murray', 'Jaime FitzSimons', 'Christopher Dyson', 'Bambadjan Bamba', 'Robert B. Kennedy', 'Billy Otis', 'James McGowan', 'Derek Perks', 'Aidan Devine', 'Andrew Bee', 'Clive McLean', 'Frank J. Zupancic', 'Kent Sheridan', 'Roger Shank', 'Dwight Ireland', 'Amanda Brugel', 'Peter Tufford Kennedy', 'Rosemary De Los Santos', 'Kevin Hanchard', 'Joel Lacoursiere', 'Jameson Kraemer', 'Ho Chow', 'Birgitte Solem', 'Kevin Vance', 'Tyler Grey', 'Nathan Brown', 'Kenneth Choi', 'Nicolas Van Burek', 'Agueda Cardenas', 'Daniela Uruena', 'Nicolas Uruena', 'Ariane Bellamar', 'Murray Urquhart', 'Tim Ajro', 'Devlin Anderson', 'Briana Andrade-Gomes', 'Raffi Atamian', 'John Byers', 'Heather Byrne', 'Corey Chainey', 'Shak Chaudhry', 'James Chilli Chillingworth', 'Andrew Christie', 'Alex Chung', 'Gavin R. Downes', 'Reid Eastwood', 'Scott Edgecombe', 'Brendan Egan', 'Jeff Ellenberger', 'Tatyana Figueiredo', ""Gary 'Si-Jo' Foo"", 'Tazito Garcia', 'Brianna Goldie', 'William Hainsworth', 'Shawn J. Hamilton', 'Shane Harbinson', 'Fatimah Hassan', 'Dexter Howe', 'Mellanie Hubert', 'David Ingram', 'Shane Clinton Jarvis', 'Sergio Kato', 'Kevin Kent', 'Martin Kessler', 'Melissa Lem', 'John MacDonald', 'Stephanie Manchulenko', 'Matthew Mease', 'Christopher Meneses', 'Valiant Michael', 'Sabine Mondestin', 'Justin Moses', 'Drew Moss', 'Afsheen Olyaie', 'Dan Petronijevic', 'Alisha Phillips', 'Tamina Pollack-Paris', 'Michael Prather', 'Dennisha Pratt', 'Asad Que', 'Mark Quigley', 'Darryl Quon', 'Hugh Scott', 'Attila Sebesy', 'Rick Silver', 'Connor Skific', 'Amos Stern', 'Goran Stjepanovic', 'Vivienne Taylor', 'Jasmine Renée Thomas', 'Alen Toric', 'Dallas Wade', 'Joe Warshaw', 'James Weicht', 'Taylor Hanson Whittaker', 'Robert L. Wilson', 'Ryan Groves', 'Tony Watt']","['Warner Bros. Pictures', 'RatPac Entertainment', 'DC Films', 'Atlas Entertainment']",https://letterboxd.com//film/suicide-squad-2016/
Raw,2016,Julia Ducournau,"['Drama', 'Horror']",4.5,3.71,99,"['Belgium', 'France', 'USA']",French,['French'],401583,117901,118731,"['Garance Marillier', 'Ella Rumpf', 'Rabah Nait Oufella', 'Laurent Lucas', 'Joana Preiss', 'Bouli Lanners', 'Marion Vernoux', 'Thomas Mustin', 'Marouan Iddoub', 'Jean-Louis Sbille', 'Benjamin Boutboul', 'Virgil Leclaire', 'Anna Solomin', 'Sophie Breyer', 'Daniel Utegenova', 'Bérangère Mc Neese', 'Morgan Politi', ""Alice D'Hauwe"", 'Pierre Nisse', 'Maïté Katinka Lonne', 'Amandine Hinnekens', 'Sibylle du Plessy', 'Denis Mpunga', 'Alexis Julemont', 'Lich Jass', 'Helena Coppejans', 'Charlotte Sandersen', 'Christophe Menier', 'Julianne Binard']","['Wild Bunch', 'Rouge International', 'BeTV', 'Frakas Productions', 'RTBF', 'Petit Film', 'VOO', 'Ezekiel Film Production']",https://letterboxd.com//film/raw-2016/
"I, Daniel Blake",2016,Ken Loach,['Drama'],3.5,4.0,100,"['Belgium', 'France', 'UK']",English,['English'],84048,22602,21151,"['Dave Johns', 'Hayley Squires', 'Briana Shann', 'Dylan McKiernan', 'Kate Rutter', 'Sharon Percy', 'Kema Sikazwe', 'Magpie Richens', 'Amanda Payne', 'Chris McGlade', 'Shaun Prendergast', 'Gavin Webster', 'Sammy T. Dobson', 'Mickey Hutton', 'Colin Coombs', 'David Murray', 'Stephen Clegg', 'Andy Kidd', 'Kay Gilchrist-Ward', 'Dan Li', 'Jane Birch', 'Kimberley Blair Smith', 'Junior Atilassi', 'John Sumner', 'Dave Turner', 'Jackie Robinson', 'Kathleen Germain', 'Christine Wood', 'Micky McGregor', 'Neil Stuart Morton', 'Roy McCartney', 'Stephen Halliday', 'Julie Nicholson', 'Viktoria Kay', 'Malcolm Shields', 'Bryn Jones', 'Helen Dixon', 'Mick Laffey', 'Gary Jacques', 'Patricia Roberts', 'Yvonne Maher', 'Susan Robinson', 'Mike Milligan', 'Laura Jane Barnes-Martin', 'Harriet Ghost', 'Brian Scurr', 'James Hepworth', 'Natalie Ann Jamieson', 'Rob Kirtley']","['Why Not Productions', 'Wild Bunch', 'Sixteen Films', 'Les Films du Fleuve', 'BFI', 'BBC Film']",https://letterboxd.com//film/i-daniel-blake/
Ember,2016,Zeki Demirkubuz,['Drama'],3.5,3.28,109,['Turkey'],Turkish,['Turkish'],4300,590,314,"['Aslihan Gurbuz', 'Taner Birsel', 'Caner Cindoruk', 'İştar Gökseven', 'Çağlar Çorumlu', 'Dolunay Soysert', 'Genco Özak', 'Apo Demirkubuz']",['Mavi Film'],https://letterboxd.com//film/ember/
Captain America: Civil War,2016,"Anthony Russo, Joe Russo","['Action', 'Science Fiction', 'Adventure']",4,3.56,147,['USA'],English,"['English', 'Romanian', 'German', 'Russian']",1874181,236464,463905,"['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson', 'Sebastian Stan', 'Chadwick Boseman', 'Daniel Brühl', 'Elizabeth Olsen', 'Paul Bettany', 'Don Cheadle', 'Anthony Mackie', 'Tom Holland', 'Jeremy Renner', 'Paul Rudd', 'Emily VanCamp', 'Martin Freeman', 'William Hurt', 'John Kani', 'Marisa Tomei', 'Frank Grillo', 'John Slattery', 'Hope Davis', 'Alfre Woodard', 'Michael A. Cook', 'Laughton Parchment', 'Jackson Spidell', 'Yi Long', 'Heidi Moneymaker', 'Aaron Toney', 'Cale Schultz', 'Ann Russo', 'Gene Farber', 'Florence Kasumba', 'Cornell John', 'Sven Hönig', 'Joshua Peck', 'Brent McGee', 'Be Satrazemis', 'Blair Jasin', 'Oliver Bigalke', 'Rafael Banasik', 'David de Vries', 'Katie Amess', 'Austin Sanders', 'Brett Gentile', 'John Curran', 'Matthew Anderson', 'Andrew Botchwey', 'Chase Bradfield', 'Ernest Charles', 'Hendricks Coates', 'Ethan Condon', 'Shen Dynes', 'Nathaniel Ellis', 'Jariah Ferguson', 'Evan Ffrench', 'Justin Freeman', ""Ralphael Grand'Pierre"", 'Julian Grimes', 'Aaron Hayes', 'Austin Hooper', 'Amiri Jones', 'Myles Joseph', 'Stephen Lewis', 'Jacob Ludwick', ""D'Mahrei McRae"", 'Ashwin Mudaliar', 'Eli Ollinger', 'Parker Pape', 'Daniel Parada', 'Jonah Ruffin', 'Darryl Sampson', 'Cameron Sardone', 'Stanley Sellers', 'Miles Selles', 'Jacob Sung', 'Caden Wilkinson', 'Jin Shijia', 'Jessica Walther-Gabory', 'Beniamino Brogi', 'Silvina Buchbauer', 'Henry Amadi', 'Ugochukwu Ani', 'Michael Anthony Rogers', 'Damion Poitier', 'Umar Khan', 'David E. Brown', 'Guy Fernandez', 'Jim Rash', 'Sophia Russo', 'Stan Lee', 'Amelia Morck', 'Kerry Condon', 'Julianna Guill', 'Surely Alvelo', 'Brian Schaeffer', 'Kevin LaRosa Jr.', 'Al Cerullo', 'Frédéric North', 'Joe Russo', 'Ray Sahetapy', 'Chris Jai Alex', 'Scott Hunter', 'Kimberly Hester Huffstetler', 'Lucie Carroll']",['Marvel Studios'],https://letterboxd.com//film/captain-america-civil-war/
Sausage Party,2016,"Conrad Vernon, Greg Tiernan","['Adventure', 'Fantasy', 'Comedy', 'Animation']",3,2.29,89,"['Canada', 'USA']",English,['English'],545064,30567,48626,"['Seth Rogen', 'Kristen Wiig', 'Jonah Hill', 'Bill Hader', 'Michael Cera', 'James Franco', 'Danny McBride', 'Craig Robinson', 'Paul Rudd', 'Nick Kroll', 'David Krumholtz', 'Edward Norton', 'Salma Hayek Pinault', 'Anders Holm', 'Scott Underwood', 'Sugar Lyn Beard', 'Conrad Vernon', 'Ian James Corlett', 'Michael Daingerfield', 'Jason Simpson', 'Vincent Tong', 'Karen E. Wright', 'Lauren Miller', 'Sam Vincent', 'Greg Tiernan', 'Brian Dobson', 'Harland Williams', 'Alistair Abell', 'Iris Apatow', 'Michael Dobson', 'Ian Hanlin', 'Maryke Hendrikse', 'Nicole Oliver', 'Kelly Sheridan', 'Meat Loaf']","['Columbia Pictures', 'Annapurna Pictures', 'Point Grey Pictures', 'Nitrogen Studios Canada']",https://letterboxd.com//film/sausage-party/
Don't Breathe,2016,Fede Álvarez,"['Thriller', 'Horror']",3,3.33,89,['USA'],English,['English'],488883,59295,87065,"['Jane Levy', 'Dylan Minnette', 'Daniel Zovatto', 'Stephen Lang', 'Emma Bercovici', 'Franciska Törőcsik', 'Christian Zagia', 'Katia Bokor', 'Sergej Onopko', 'Olivia Gillies', 'Dayna Clark']","['Screen Gems', 'Stage 6 Films', 'Ghost House Pictures']",https://letterboxd.com//film/dont-breathe-2016/
Batman v Superman: Dawn of Justice,2016,Zack Snyder,"['Action', 'Fantasy', 'Adventure']",2.5,2.4,152,['USA'],English,['English'],894036,135469,104589,"['Ben Affleck', 'Henry Cavill', 'Jesse Eisenberg', 'Gal Gadot', 'Amy Adams', 'Diane Lane', 'Jeremy Irons', 'Holly Hunter', 'Laurence Fishburne', 'Callan Mulvey', 'Scoot McNairy', 'Tao Okamoto', 'Jena Malone', 'Lauren Cohan', 'Brandon Spink', 'Hugh Maguire', 'Michael Cassidy', 'Alan D. Purwin', 'Dan Amboyer', 'Rebecca Buller', 'Harry Lennix', 'Christina Wren', 'Jade Chynoweth', 'Chad Krowchuk', 'Kevin Costner', 'Ezra Miller', 'Charlie Rose', 'Vikram Gandhi', 'Andrew Sullivan', 'Neil deGrasse Tyson', 'Jon Stewart', ""Soledad O'Brien"", 'Erika R. Erickson', 'Dana Bash', 'Nancy Grace', 'Anderson Cooper', 'Brooke Baldwin', 'Jason Momoa', 'Joe Morton', 'Ray Fisher', 'Joseph Cranford', 'Emily Peterson', 'Patrick Wilson', 'Carla Gugino', 'Sammi Rotibi', 'Hanna Dworkin', 'Tiffany L. Addison', 'Owais Ahmed', 'Anish Jethmalani', 'Tiffany Bedwell', 'Natalee Arteaga', 'Keith D. Gallagher', 'Jeff Dumas', 'Miriam Lee', 'Alicia Regan', 'Stephanie Koenig', 'Ripley Sobo', 'Richard Burden', 'Julius Tennon', 'Wunmi Mosaku', 'Dennis North', 'Kiff VandenHeuvel', 'Mason Heidger', 'Ahney Her', 'Kristine Cabanban', 'Sebastian Sozzi', 'Kent Shocknek', 'Ralph Lister', 'Sammy A. Publes', 'Jay R. Adams', 'David Midura', 'Jay Towers', 'Michael Ellison', 'Kirill Ostapenko', 'Rashontae Wawrzyniak', 'Tom Luginbill', 'Dave Pasch', 'Danny Mooney', 'Henry Frost III', 'Nicole Forester', 'Debbie Stabenow', 'Milica Govich', 'John Lepard', 'Sandra Love Aldridge', 'Graham W.J. Beal', 'Henri Franklin', 'Jonathan Leigh West', 'T.J. Martinelli', 'Chris Newman', 'Lulu Dahl', 'Sam Logan Khaleghi', 'Anne Marie Damman', 'Connie Craig', 'Henrietta Hermelin', 'Patrick Leahy', 'Albert Valladares', 'David Paris', 'Abigail Kuklis', 'Greg Violand', 'Tiren Jhames', 'Steve Jasgur', 'Jonathan Stanley', 'Jesse Nagy', 'Duvale Murchison', 'Thomas J. Fentress', 'Coburn Goss', 'Jeff Hanlin', 'Gary A. Hecker', 'Robin Atkin Downes', 'Brandon Bautista', 'Carmen Gangale', 'Mark Edward Taylor', 'Michael Shannon', 'Matahi Drollet', 'Mormon Maitui', 'Taraina Sanford', 'Jean Ho', 'Julia Glander', 'Cleve McTier', 'Bevin Kowal', 'Carmen Ayala', 'Josh Carrizales', 'James Quesada', 'Aida Munoz', 'David Dailey Green', 'Madison Autumn Mies', 'Thomas M. Taylor', 'Thom Kikot', 'John Seibert', 'Liam Matthews', 'Zachary Schafer', 'Monrico Ward', ""Ryan D'Silva"", 'Tom Whalen', 'Jeffrey Dean Morgan', 'Richard Cetrone', 'Marcus Goddard', 'Joe Fishel', 'Jalene Mack', ""Patrick O'Connor Cronin"", 'Isabella Gielniak']","['Warner Bros. Pictures', 'RatPac Entertainment', 'Atlas Entertainment', 'DC Entertainment', 'Cruel & Unusual Films']",https://letterboxd.com//film/batman-v-superman-dawn-of-justice/
11.22.63,2016,"Kevin Macdonald, Fred Toye",['Drama'],3,3.84,436,['USA'],English,['English'],45452,4851,10677,"['James Franco', 'Sarah Gadon', 'Chris Cooper', 'Daniel Webber', 'Lucy Fry', 'George MacKay', 'T.R. Knight', 'Josh Duhamel', 'Cherry Jones', ""Kevin J. O'Connor"", 'Stephen King', 'Boyd Banks', 'Alexandra Castillo']","['Warner Bros. Television', 'Bad Robot', 'Carpenter B.']",https://letterboxd.com//film/11-22-63/
Zootopia,2016,"Byron Howard, Rich Moore","['Animation', 'Comedy', 'Family', 'Adventure']",4,3.69,109,['USA'],English,['English'],1484683,97734,333248,"['Jason Bateman', 'Ginnifer Goodwin', 'Idris Elba', 'Jenny Slate', 'Nate Torrence', 'Bonnie Hunt', 'Don Lake', 'Tommy Chong', 'J.K. Simmons', 'Octavia Spencer', 'Alan Tudyk', 'Shakira', 'Raymond S. Persi', 'Della Saba', 'Maurice LaMarche', 'Phil Johnston', 'Fuschia!', 'John DiMaggio', 'Katie Lowes', 'Gita Reddy', 'Jesse Corti', 'Tommy Lister Jr.', 'Josh Dallas', 'Leah Latham', 'Rich Moore', 'Kath Soucie', 'Peter Mansbridge', 'Byron Howard', 'Jared Bush', 'Mark Rhino Smith', 'Josie Trinidad', 'John Lavelle', 'Kristen Bell', 'Evelyn Wilson Bresee', 'Hewitt Bush', 'Jill Cordes', 'Madeleine Curry', 'Terri Douglas', 'Melissa Goodwin Shepherd', 'Zach King', 'Dave Kohut', 'Jeremy Milton', 'Pace Paulsen', 'Fabienne Rawley', 'Bradford Simonsen', 'Claire K. Smith', 'Jackson Stein', 'David A. Thibodeau', 'Hannah G. Williams']","['Walt Disney Animation Studios', 'Walt Disney Pictures']",https://letterboxd.com//film/zootopia/
Deadpool,2016,Tim Miller,"['Action', 'Comedy', 'Adventure']",3,3.65,108,['USA'],English,['English'],2148402,133879,637574,"['Ryan Reynolds', 'Morena Baccarin', 'Ed Skrein', 'T.J. Miller', 'Gina Carano', 'Leslie Uggams', 'Brianna Hildebrand', 'Karan Soni', 'Jed Rees', 'Stefan Kapičić', 'Randal Reeder', 'Isaac C. Singleton Jr.', 'Michael Benyaer', 'Style Dayne', 'Kyle Cassie', 'Taylor Hickson', 'Ayzee', 'Naika Toussaint', 'Justyn Shippelt', 'Donna Yamamoto', 'Hugh Scott', 'Cindy Piper', 'Em Haine', 'Aatash Amir', 'Chad Riley', 'Paul Belsito', 'Darcey Johnson', 'Kyle Rideout', 'Jason William Day', 'Stan Lee', 'Benjamin Wilkinson', 'Rachel Sheen', 'Paul Lazenby', 'Rob Hayter', 'Andre Tricoteux', 'Victoria De Mare', 'Heather Ashley Chase', 'Kayla Adams', 'Olesia Shewchuk', 'Fabiola Colmenero', 'Matthew Hoglie']","['20th Century Fox', ""The Donners' Company"", 'Genre Films']",https://letterboxd.com//film/deadpool/
61 Days,2016,Yüksel Aksu,"['Comedy', 'Drama']",3,3.28,115,['Turkey'],Turkish,['Turkish'],16007,529,872,"['Cem Yılmaz', 'Berat Efe Parlar', 'Ümmü Putgül', 'Okan Avcı', 'Adam Bay', 'Macit Koper', 'Gün Koper', 'Greta Fusco', 'Nadire Özkan', 'Pervin Mert', 'Saadetin Ünsal', 'Gülay Ezgü', 'Hüseyin Turunç', 'Emine Şahin', 'Engin Akın', 'Duygu Baydur', 'Artemel Cingöz', 'Karya Ünsal', 'Mustafa Alabora', 'Yasemin Sannino', 'Sümer Ezgü', 'Cengiz Özkan', 'Ali Beyat', 'Öner Levent', 'Emircan Çirpi', 'Şükrü Aslan', 'Dursun Sarıoğlu', 'Ali Aktaş', 'Yiğit Dören', 'Durmuş Yıldız', 'Nevrez Göksel', 'Serhan Çiçek', 'Mehmet Zıraplı']",['Mars Dagitim'],https://letterboxd.com//film/61-days/
Captain Fantastic,2016,Matt Ross,"['Drama', 'Adventure']",3.5,3.9,118,['USA'],English,"['English', 'Esperanto']",389518,54700,121692,"['Viggo Mortensen', 'Samantha Isler', 'Annalise Basso', 'Steve Zahn', 'George MacKay', 'Nicholas Hamilton', 'Shree Crooks', 'Charlie Shotwell', 'Trin Miller', 'Kathryn Hahn', 'Elijah Stevenson', 'Teddy Van Ee', 'Erin Moriarty', 'Missi Pyle', 'Frank Langella', 'Ann Dowd', 'Galen Osier', 'Hannah Horton', 'Rex Young', 'Thomas Brophy', 'Mike Miller', 'Greg Crooks', 'Louis Hobson', 'Paul Alan Amend', 'Hafid Abdelmoula', 'Richard Beal', 'Elena Stecca', 'Alan Humphrey']","['Electric City Entertainment', 'ShivHans Pictures']",https://letterboxd.com//film/captain-fantastic/
The Revenant,2015,Alejandro González Iñárritu,"['Western', 'Adventure', 'Drama']",3.5,3.86,157,"['Canada', 'Hong Kong', 'Taiwan', 'USA']",English,"['English', 'French']",1174897,114340,300003,"['Leonardo DiCaprio', 'Tom Hardy', 'Domhnall Gleeson', 'Will Poulter', 'Forrest Goodluck', 'Duane Howard', 'Arthur RedCloud', ""Melaw Nakehk'o"", 'Grace Dove', 'Lukas Haas', 'Paul Anderson', 'Kristoffer Joner', 'Joshua Burge', 'Fabrice Adde', 'Christopher Rosamond', 'Robert Moloney', 'Brendan Fletcher', 'Tyson Wood', 'McCaleb Burnett', 'Vincent Leclerc', 'Stephane Legault', 'Emmanuel Bilodeau', 'Cole Vandale', 'Tom Guiry', 'Scott Olynek', 'Amelia Crow Show', 'Peter Strand Rumpel', 'Timothy Lyle', 'Kory Grim', 'Anthony Starlight', 'Jamie Medicine Crane', 'Veronica Marlowe', 'Clarence Hoof', 'Dion Little Child', 'Blake Wildcat', 'Paul Young Pine', 'Cody Big Tobacco', 'Dallas Young Pine', 'Chesley Wilson', 'Michael Fraser', 'Scott Duncan', 'Mariah Old Shoes', 'Adrian Glynn McMorran', 'Isaiah Tootoosis', 'Alex Bisping', 'Chris Ippolito', 'Jeffrey Olynek', 'C. Adam Leigh', 'Kevin Corey', 'Daniel Rampanen', 'Javier Botet', 'Haysam Kadri', 'Jordan Crawford', 'David Rampanen', 'Brad Carter', 'Rootie J. Boyd', 'Ray Chase', 'Glenn Ennis', 'Charles Fathy', 'Mark Krysko', 'Stephen Richard Lofstrom', 'T. Michael Morris', 'Bruno Stephane', 'Jay Tavare', 'Michael Villar', 'Jay Cardinal Villeneuve', 'Del Zamora', 'Duff Zayonce', 'Tighe Gill']","['Monarchy Enterprises S.a.r.l.', 'Regency Enterprises', 'Appian Way', 'CatchPlay', 'Anonymous Content', 'New Regency Pictures', 'Hong Kong Alpha Motion Pictures Co.', 'M Productions', 'RatPac Entertainment']",https://letterboxd.com//film/the-revenant-2015/
Alvin and the Chipmunks: The Road Chip,2015,Walt Becker,"['Family', 'Animation', 'Adventure', 'Comedy']",1,1.89,92,['USA'],English,['English'],75923,6678,4753,"['Jason Lee', 'Justin Long', 'Bella Thorne', 'Matthew Gray Gubler', 'Jesse McCartney', 'Kaley Cuoco', 'Kimberly Williams-Paisley', 'Anna Faris', 'Christina Applegate', 'Laura Marano', 'Tony Hale', 'Jesica Ahlberg', 'Leticia Jimenez', 'Kevin Wayne', 'Joshua Mikel', 'Josh Green', 'Eddie Steeples', 'Jose D. Xuconoxtli Jr.', 'Keith Arthur Bolden', 'Jeremy Ray Taylor', 'Mike Senior', 'Zeeko Zaki', 'Jennifer Coolidge', 'Uzo Aduba', 'Derryl Rivers', 'Retta', 'Flula Borg', 'John Waters', 'John Lacy', 'B.J. Winfrey', 'Mark Jeffrey Miller', 'John Kap', 'Tracy Goode', 'Denitra Isler', 'Candace B. Harris', 'Justin Miles', 'David DeSantos', 'Shatoya McClintock', 'Joseph Lavender', 'Hakim Callender', 'Benny Demus', 'Gabrielle Lexa', 'Brooke A. Belcher', 'Onira Tarés', 'Charmin Lee', 'Ellie Knaus', 'Stefan Gordy', 'Ross Bagdasarian, Jr.', 'Janice Karman', 'Landon Cheves', 'Katrine Hoyt', 'Ken La Kier']","['TSG Entertainment', 'Fox 2000 Pictures', 'Regency Enterprises', 'Bagdasarian Productions', 'Sunswept Entertainment']",https://letterboxd.com//film/alvin-and-the-chipmunks-the-road-chip/
The Good Dinosaur,2015,Peter Sohn,"['Adventure', 'Animation', 'Family']",4,2.84,93,['USA'],English,['English'],339565,56503,38523,"['Frances McDormand', 'Raymond Ochoa', 'Jeffrey Wright', 'Steve Zahn', 'Sam Elliott', 'Anna Paquin', 'John Ratzenberger', 'A.J. Buckley', 'Marcus Scribner', 'Peter Sohn', 'Maleah Nipay-Padilla', 'Jack Bright', 'Ryan Teeple', 'Jack McGraw', 'Mandy Freund', 'Steven Clay Hunter', 'David Boat', 'Carrie Paff', 'Calum Grant']",['Pixar'],https://letterboxd.com//film/the-good-dinosaur/
