Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
In the Fog,2012,Sergei Loznitsa,"['History', 'Drama', 'War']",2.5,3.5,127,"['Belarus', 'Germany', 'Latvia', 'Netherlands', 'Russian Federation']",Russian,['Russian'],2396,1302,311,"['Vladimir Svirskiy', 'Vladislav Abashin', 'Sergey Kolesov', 'Nikita Peremotovs', 'Yulia Peresild', 'Kirill Petrov', 'Dmitrijs Kolosovs', 'Dmitry Bykovskiy', 'Vlad Ivanov', 'Igor Khripunov', 'Nadezhda Markina', 'Boris Kamorzin', 'Mikhail Evlanov', 'Timofey Tribuntsev', 'Sergey Russkin', 'Franco Moscon']","['GP Cinema Company', 'Lemming Film', 'ma.ja.de. Fiction', 'Rija Films', 'Belarusfilm']",https://letterboxd.com//film/in-the-fog/
You Ain't Seen Nothin' Yet,2012,Alain Resnais,['Drama'],3.5,3.61,115,"['Germany', 'France']",French,['French'],3084,1860,432,"['Lambert Wilson', 'Mathieu Amalric', 'Michel Piccoli', 'Anne Consigny', 'Sabine Azéma', 'Hippolyte Girardot', 'Denis Podalydès', 'Pierre Arditi', 'Michel Robin', 'Anny Duperey', 'Andrzej Seweryn', 'Michel Vuillermoz', 'Gérard Lartigau', 'Jean-Noël Brouté', 'Jean-Chrétien Sibertin-Blanc', 'Vincent Rivard']","['CNC', 'F Comme Film']",https://letterboxd.com//film/you-aint-seen-nothin-yet/
Once Upon a Time in Anatolia,2011,Nuri Bilge Ceylan,"['Crime', 'Drama']",3.5,4.11,157,"['Bosnia and Herzegovina', 'Turkey']",Turkish,['Turkish'],59200,20869,17549,"['Muhammet Uzuner', 'Yılmaz Erdoğan', 'Taner Birsel', 'Ahmet Mümtaz Taylan', 'Fırat Tanış', 'Ercan Kesal', 'Erol Eraslan', 'Burhan Yıldız', 'Murat Kılıç', 'Şafak Karali', 'Emre Şen', 'Cansu Demirci', 'Uğur Arslanoğlu', 'Nihan Okutucu', 'Kubilay Tunçer', 'Salih Ünal', 'Aziz İzzet Biçici', 'Celal Acaralp', 'Mehmet Eren Topçak', 'Ufuk Karali', 'Fevzi Müftüoğlu', 'Turgay Kürkçü', 'Fatih Ereli', 'Hüseyin Bekeç', 'Mehmet Öztürk', 'Deniz Altunay']","['1000 Volt', 'Zeynofilm', 'Production 2006']",https://letterboxd.com//film/once-upon-a-time-in-anatolia/
Drive,2011,Nicolas Winding Refn,"['Thriller', 'Drama', 'Crime']",5,3.95,100,['USA'],English,['English'],1431912,189128,498080,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks', 'Oscar Isaac', 'Christina Hendricks', 'Ron Perlman', 'Kaden Leos', 'Jeff Wolfe', 'James Biberi', 'Russ Tamblyn', 'Joe Bucaro III', 'Tiara Parker', 'Tim Trella', 'Jimmy Hart', 'Tina Huang', 'Andy San Dimas', 'John Pyper-Ferguson', 'Craig Baxley Jr', 'Kenny Richards', 'Joe Pingue', 'Dieter Busch', 'Chris Muto', 'Rachel Dik', 'Cesar Garcia', 'Steven Knoll', 'Mara LaFontaine', 'Teonee Thrash', 'Ralph Lawler', 'Rio Ahn', 'Laurene Landon']","['FilmDistrict', 'Bold Films', 'Marc Platt Productions', 'OddLot Entertainment', 'Motel Movies', 'Newbridge Film Capital']",https://letterboxd.com//film/drive-2011/
We Have a Pope,2011,Nanni Moretti,"['Comedy', 'Drama']",3,3.5,102,"['France', 'Italy']",Italian,"['Italian', 'German', 'Spanish', 'French', 'English', 'Latin', 'Polish']",11864,2268,1787,"['Michel Piccoli', 'Nanni Moretti', 'Margherita Buy', 'Jerzy Stuhr', 'Renato Scarpa', 'Franco Graziosi', 'Camillo Milli', 'Roberto Nobile', 'Ulrich von Dobschütz', 'Erik Merino', 'Peter Boom', 'Luis Rios Del Castillo', 'Gianluca Gobbi', 'Leonardo Della Bianca', 'Camilla Ridolfi', 'Dario Cantarelli', 'Teco Celio', 'Roberto De Francesco', 'Manuela Mandracchia', 'Enrico Ianniello', 'Cecilia Dazzi', 'Lucia Mascino', 'Maurizio Mannoni', 'Francesco Brandi', 'Giovanni Ludeno', 'Toni Laudadio']","['Sacher Film', 'Fandango', 'Le Pacte', 'France 3 Cinéma', 'Canal+', 'France Télévisions', 'RAI Cinema']",https://letterboxd.com//film/we-have-a-pope/
Hanezu,2011,Naomi Kawase,"['Drama', 'Romance']",3,3.39,91,['Japan'],Japanese,['Japanese'],1105,689,151,"['Tôta Komizu', 'Hako Ohshima', 'Tetsuya Akikawa', 'Kirin Kiki', 'Akaji Maro', 'Miyako Yamaguchi']",['Kumie'],https://letterboxd.com//film/hanezu/
Footnote,2011,Joseph Cedar,['Comedy'],3.5,3.66,102,['Israel'],Hebrew (modern),"['Hebrew (modern)', 'English']",3834,2774,653,"['Shlomo Bar-Aba', 'Lior Ashkenazi', 'Aliza Rosen', 'Alma Zak', 'Micah Lewensohn', 'Nevo Kimchi', 'Yuval Scharf', 'Daniel Markovich', 'Tsipi Gal', 'Michael Koresh', 'Idit Teperson', 'Shmuel Shiloh', 'Albert Iluz', 'Gad Kaynar', 'Jackey Levi', 'Hanna Hacohen', 'Itay Polishuk']","['United King Films', 'Movie Plus Productions']",https://letterboxd.com//film/footnote/
Hara-Kiri: Death of a Samurai,2011,Takashi Miike,['Drama'],2,3.7,126,"['Japan', 'UK']",Japanese,['Japanese'],10299,3820,2409,"['Koji Yakusho', 'Ichikawa Ebizo XI', 'Eita Nagayama', 'Hikari Mitsushima', 'Naoto Takenaka', 'Kazuki Namioka', 'Hirofumi Arai', 'Munetaka Aoki', 'Takashi Sasano', 'Gorō Daimon', 'Ayumu Saito', 'Takehiro Hira', 'Baijaku Nakamura', 'Ippei Takahashi', 'Yoshihisa Amano']","['Yamanashi Nichinichi Shimbun', 'Recorded Picture Company', 'Sedic International', 'Amuse Soft Entertainment', 'Kodansha', 'Yahoo! Japan', 'Yamanashi Broadcasting System', 'Shochiku', 'dentsu', 'OLM', 'The Asahi Shimbun']",https://letterboxd.com//film/hara-kiri-death-of-a-samurai/
House of Tolerance,2011,Bertrand Bonello,['Drama'],3,3.85,126,['France'],French,['French'],16305,8297,4336,"['Noémie Lvovsky', 'Hafsia Herzi', 'Céline Sallette', 'Jasmine Trinca', 'Adèle Haenel', 'Alice Barnole', 'Iliana Zabeth', 'Judith Lou Lévy', 'Pauline Jacquard', 'Anaïs Thomas', 'Maïa Sandoz', 'Joanna Grudzinska', 'Esther Garrel', 'Xavier Beauvois', 'Louis-Do de Lencquesaing', 'Jacques Nolot', 'Laurent Lacotte', 'Pierre Léon', 'Jean-Baptiste Verquin', 'Michel Peteau', 'Marcelo Teles', 'Guillaume Verdier', 'Justin Taurand', 'Damien Odoul', 'Paul Moulin', 'Henry Lvovsky', 'Paolo Mattei', 'Fred Epaud', 'François Magal', 'Ghislain de Fonclare', 'Daniel Doebbels', 'Andre Lamorthe', 'Chad Gomis', 'Chloe Rouaud', 'Louisa Lacroix', 'Bernard Fonty', 'Anaïs Romand', 'Natalia Tintore', 'Audrey Perronier', 'Marie Seznec', 'Pascale Geille', 'Vincent Dieutre', 'William Pesson', 'Lucie Borleteau', 'Antonia Buresi', 'Ewa Kasp', 'Rufine Duclos', 'Jing Wang', 'Yann Yang Yang', 'Pascale Ferran']","['ARTE France Cinéma', 'Les Films du Lendemain', 'My New Picture']",https://letterboxd.com//film/house-of-tolerance/
The Skin I Live In,2011,Pedro Almodóvar,"['Horror', 'Drama', 'Mystery', 'Thriller']",4,3.86,120,['Spain'],Spanish,"['Spanish', 'Portuguese']",270976,58849,67347,"['Antonio Banderas', 'Elena Anaya', 'Marisa Paredes', 'Jan Cornet', 'Roberto Álamo', 'Eduard Fernández', 'José Luis Gómez', 'Blanca Suárez', 'Susi Sánchez', 'Bárbara Lennie', 'Fernando Cayo', 'Chema Ruiz', 'Buika', 'Ana Mena', 'Teresa Manresa', 'Fernando Iglesias', 'Agustín Almodóvar', 'Miguel Almodóvar', 'Marta R. Mahou', 'Gabriel Barbosa', 'Esther García', 'Yolanda Brown']",['El Deseo'],https://letterboxd.com//film/the-skin-i-live-in/
The Source,2011,Radu Mihăileanu,"['Drama', 'Comedy']",3.5,3.55,135,"['Belgium', 'Italy', 'France']",French,"['French', 'Arabic']",2215,770,378,"['Leïla Bekhti', 'Hafsia Herzi', 'Biyouna', 'Sabrina Ouazani', 'Saleh Bakri', 'Hiam Abbass', 'Mohamed Majd', 'Amal El Atrache']","['Elzévir Films', 'Oï  Oï  Oï Productions', 'EuropaCorp', 'France 3 Cinéma', 'La Compagnie Cinématographique', 'Panache Productions', 'BIM Distribuzione', 'Indigo Film', 'Société nationale de radiodiffusion et de télévision (SNRT)', 'Eurimages', 'Canal+', 'CinéCinéma', 'France Télévisions', 'MEDIA Programme of the European Union', 'Centre Cinématographique Marocain (CCM)', 'RTBF']",https://letterboxd.com//film/the-source-2011/
The Kid with a Bike,2011,"Luc Dardenne, Jean-Pierre Dardenne",['Drama'],4,3.87,87,"['Belgium', 'France', 'Italy']",French,['French'],27733,12655,5931,"['Cécile de France', 'Thomas Doret', 'Jérémie Renier', 'Fabrizio Rongione', 'Olivier Gourmet', 'Egon Di Mateo', 'Baptiste Sornin', 'Samuel De Rijk', 'Myriem Akheddiou']","['France 2 Cinéma', 'Lucky Red', 'Les Films du Fleuve', 'Archipel 33>35', 'Belgacom TV', 'RTBF']",https://letterboxd.com//film/the-kid-with-a-bike/
Le Havre,2011,Aki Kaurismäki,"['Comedy', 'Drama']",4,3.79,94,"['Finland', 'France', 'Germany']",French,['French'],28046,10688,6197,"['André Wilms', 'Kati Outinen', 'Jean-Pierre Darroussin', 'Blondin Miguel', 'Elina Salo', 'Evelyne Didi', 'Quoc Dung Nguyen', 'Laïka', 'François Monnié', 'Roberto Piazza', 'Pierre Étaix', 'Jean-Pierre Léaud', 'Vincent Lebodo', ""Umban U'kset"", 'Patrick Bonnel', 'Ilkka Koivula', 'Myriam ""Mimie"" Piazza', 'Luce Vigo', 'Valérie Caron', 'Jérôme Boyer', 'Jean-Luc Guion-Firmin', 'Pierre Morineau', 'Johann Rioux', 'Julien Flematti', 'Éric Duteil', 'Corinne Belet', 'Dominique Lepagne', 'Anne Lizy', 'Pierre Richards', 'Loïc Jamet', 'Nico Garotin', 'Bertrand Couloume', 'Nicolas Noël', 'Gilles Mallet', 'Gilles Adam', 'Patrick Leboucher', 'Michel Lacaille', 'Stéphane Livonnen', 'Arnaud Clément', 'Dominique Comont', 'Alain Guillot', 'Philippe Hubschwerlin', 'Franck Durand', 'Christian Amyard', 'Rudy Amyard', 'Brice Augé', 'Lucas Loubaresse', 'Ireneusz (Irek) Spiewak', 'Gilles Charmant', 'Mary Berkelmans', 'Seluna Lemercier', 'Fanette Martinie', 'Rémi Pradinas', 'Stéphane Parthenay', 'Alain Chapelain', 'Rachid Bessal', 'Oumar Ly', 'Emmanuel Ingweiller', 'Matthieu Hébert', 'Frank Atinault', 'Dominique Mare', 'Brice Niel', 'Alban Rutten', 'Franck Rutten']","['Pyramide Productions', 'Sputnik', 'Pandora Film', 'ARTE France Cinéma', 'ZDF/Arte']",https://letterboxd.com//film/le-havre/
Melancholia,2011,Lars von Trier,"['Drama', 'Science Fiction']",5,3.84,135,"['Denmark', 'France', 'Germany', 'Sweden']",English,['English'],323960,75137,88364,"['Kirsten Dunst', 'Charlotte Gainsbourg', 'Kiefer Sutherland', 'Charlotte Rampling', 'John Hurt', 'Alexander Skarsgård', 'Stellan Skarsgård', 'Brady Corbet', 'Udo Kier', 'Jesper Christensen', 'Cameron Spurr', 'Deborah Fronko', 'James Cagnard', 'Katrine A. Sahlstrøm', 'Charlotta Miller', 'Claire Miller', 'Gary Whitaker', 'Christian Geisnæs']","['Zentropa Entertainments', 'Memfis Film', 'Zentropa International Sweden', 'Slot Machine', 'Liberator Productions', 'Zentropa International Köln', 'DR', 'Film i Väst', 'ARTE France Cinéma']",https://letterboxd.com//film/melancholia/
Michael,2011,Markus Schleinzer,['Drama'],3.5,3.51,96,"['Austria', 'France']",German,['German'],6307,3730,848,"['Michael Fuith', 'David Rauchenberger', 'Christine Kain', 'Ursula Strauss', 'Victor Tremmel', 'Xaver Winkler', 'Thomas Pfalzmann', 'Markus Hochholdinger', 'Mika Sakurai', 'David Oberkogler']","['Nikolaus Geyrhalter Filmproduktion', 'OFI', 'ORF', 'Filmstandort Austria (FISA)', 'Filmfonds Wien', 'Cine Tirol', 'Les Films du Losange']",https://letterboxd.com//film/michael/
Father,2011,Alain Cavalier,"['Drama', 'Comedy']",2,3.46,105,['France'],French,['French'],513,302,80,"['Alain Cavalier', 'Vincent Lindon']",[],https://letterboxd.com//film/father-2011/
Polisse,2011,Maïwenn,"['Thriller', 'Drama']",3.5,3.77,123,['France'],French,"['French', 'Arabic', 'Italian', 'Romanian']",18255,4418,4017,"['Frédéric Pierrot', 'JoeyStarr', 'Nicolas Duvauchelle', 'Karin Viard', 'Naidra Ayadi', 'Karole Rocher', 'Emmanuelle Bercot', 'Maïwenn', 'Marina Foïs', 'Arnaud Henriet', 'Wladimir Yordanoff', 'Jérémie Elkaïm', 'Riccardo Scamarcio', 'Sandrine Kiberlain', 'Louis-Do de Lencquesaing', 'Laurent Bateau', 'Riton Liebman', 'Marcial Di Fonzo Bo', 'Audrey Lamy', 'Carole Franck', 'Sophie Cattani', 'Albert Igual', 'Bine Sarambounou', 'Anne Suarez', 'Alice de Lencquesaing', 'Gaye Sarambounou', 'Joseph Créhange', 'Malonn Lévana', 'Violante Stillacci', 'Fiamma Stillacci', 'Anthony Delon', 'Alain Attal', 'Maëva Pasquali', 'Laurence Arrouy', 'Aurélie Braconnier', 'Nathalie Boutefeu', 'Christelle Charpentier', 'Alexandre Carrière', 'François Kraus', 'Orazio Massaro', 'Virgil Vernier', 'Caroline Attal', 'Lilou Fogli', 'Hervé Témime', 'Sébastien Farran', 'Winston Ong', 'Emmanuel Gayet', 'Valérie de Monza', 'Michel Chesneau', 'Olivier Breton', 'Jamel Barbouche', 'Patrick Le Besco', 'Abdelkader Belkhodja', 'Amina Annabi', 'Lou Doillon', 'Julien Landais', 'Eric Dupuis', 'Rabah Loucif', 'Jérôme Perrot', 'Arabelle Savu', 'Jean Fornerod', 'Arben Bajraktaraj', 'Luna Turcat', 'Carla Guffroy', 'Manon Tournier', 'Marguerite Machuel', 'Simone Machuel', 'Lisa Guibet', 'Elise Amblard', 'Denisa Nita', 'Maïlys Amrous', 'Nina Rodriguez', 'Nathan Mamberti', 'Wendy Nieto', 'Louis Dussol', 'Eden Mandereau', 'Chloé Vaello', 'Maud Druine', 'Alice Louis', 'Aurélie Michon']","['Les Productions du Trésor', 'Chaocorp', 'Shortcom', 'ARTE France Cinéma', 'Mars Films']",https://letterboxd.com//film/polisse/
Sleeping Beauty,2011,Julia Leigh,"['Romance', 'Drama']",4.5,2.77,102,"['Australia', 'Canada', 'USA']",English,['English'],27310,5368,2653,"['Emily Browning', 'Rachael Blake', 'Ewen Leslie', 'Mirrah Foulkes', 'Ivy Mak', 'Tammy Macintosh', 'Kelly Paterniti', 'Eden Falk', 'Justin Smith', 'Peter Carroll', 'Sarah Snook', 'Bridgette Barrett', 'Hannah Bella Bowden', 'Chris Haywood', 'Hugh Keays-Byrne']","['Fulcrum Media Finance', 'Screen Australia', 'Magic Films', 'Screen NSW', 'Deluxe Australia', 'Spectrum Films', 'Big Ears Productions', 'United Talent Agency', 'Entertainment One', 'Seville International', 'Transmission Films']",https://letterboxd.com//film/sleeping-beauty-2011/
The Artist,2011,Michel Hazanavicius,"['Comedy', 'Romance', 'Drama']",5,3.76,100,"['Belgium', 'France']",French,"['French', 'No spoken language']",214545,48507,40365,"['Jean Dujardin', 'Bérénice Bejo', 'John Goodman', 'James Cromwell', 'Penelope Ann Miller', 'Missi Pyle', 'Beth Grant', 'Ed Lauter', 'Joel Murray', 'Elizabeth Tulloch', 'Ken Davitian', 'Malcolm McDowell', 'Basil Hoffman', 'Bill Fagerbakke', 'Nina Siemaszko', 'Stephen Mendillo', 'Dash Pomerantz', 'Beau Nelson', 'Alex Holliday', 'Wiley M. Pickett', 'Ben Kurland', 'Katie Nisa', 'Katie Wallack', 'Hal Landon Jr.', 'Cleto Augusto', 'Sarah Karges', 'Sarah Scott', 'Ezra Buzzington', 'Stuart Pankin', 'Andy Milder', 'Bob Glouberman', 'David Allen Cluck', 'Matt Skollar', ""Annie O'Donnell"", 'Patrick Mapel', 'Matthew Albrecht', 'Harvey J. Alperin', 'Lily Knight', 'Clement Blake', 'Tasso Feldman', 'Christopher Ashe', 'Adria Tennor', 'Cletus Young', 'J. Mark Donaldson', 'Brian J. Williams', 'Jen Lilley', 'Brian Chenoweth', 'Tim DeZarn', 'Robert Amico', 'Todd Bittner', 'Bill Blair', 'Teri Bocko', 'Amanda Chism', 'Brendan Connolly', 'Vincent De Paul', 'Calvin Dean', 'Mohamed Dione', 'Jennifer Kaye Evans', 'Josephine Ganner', 'Victor Holstein', 'Jennifer Ingrum', 'Sergio Kato', 'Kevin Ketcham', 'Carmen Kirby', 'Michael Laren', 'Jillana Laufer', 'Sonya Macari', 'Josh Margulies', 'Julie Minasian', 'Rene Napoli', 'Niko Novick', 'Geoff Pilkington', 'Randee Reicher', 'Andrew Schlessinger', 'Frank Scozzari', 'Jewel Shepard', 'John H. Tobin', 'Josh Woodle', 'Kristian Falkenstein']","['uFilm', 'La Petite Reine', 'Studio 37', 'La Classe américaine', 'JD Prod', 'France 3 Cinéma', 'Jouror Productions']",https://letterboxd.com//film/the-artist/
The Tree of Life,2011,Terrence Malick,"['Fantasy', 'Drama']",5,3.86,139,['USA'],English,['English'],292439,100965,75985,"['Brad Pitt', 'Sean Penn', 'Jessica Chastain', 'Hunter McCracken', 'Laramie Eppler', 'Tye Sheridan', 'Fiona Shaw', 'Jessica Fuselier', 'Nicolas Gonda', 'Will Wallace', 'Kelly Koonce', 'Bryce Boudoin', 'Jimmy Donaldson', 'Kameron Vaughn', 'Cole Cockburn', 'Dustin Allen', 'Brayden Whisenhunt', 'Joanna Going', 'Irene Bedard', 'Michael Koeth', 'Finnegan Williams', 'John Howell', 'Samantha Martinez', 'Savannah Welch', 'Tamara Jolaine', 'Julia M. Smith', 'Anne Nabors', 'Christopher Ryan', 'Tyler Thomas', 'Michael Showers', 'Kimberly Whalen', 'Margaret Hoard', 'Wally Welch', 'Hudson Lee Long', 'Michael Dixon', 'William Hardy', 'Tommy Hollis', 'Cooper Franklin Sutherland', 'John Cyrier', 'Erma Lee Alexander', 'Nicholas Yedinak', 'Erinn Allison', 'Mary Anzalone', 'Charlotte Biggs', 'Benjamin Dane', 'Michael E. Harvey', 'Matt Hislope', 'Jackson Hurst', 'Zach Irsik', 'Scottie Jefferies', 'Gregory Kelly', 'Carlotta Maggiorana', 'Crystal Mantecon', 'Jodie Moore', 'Kathryn Rawson', 'Danielle Rene', 'Debbi Tucker']","['River Road Entertainment', 'Plan B Entertainment', 'Cottonwood Pictures']",https://letterboxd.com//film/the-tree-of-life-2011/
This Must Be the Place,2011,Paolo Sorrentino,['Drama'],3.5,3.34,118,"['Belgium', 'France', 'Ireland', 'Italy']",English,"['English', 'Hebrew (modern)']",33496,4591,5940,"['Sean Penn', 'Olwen Fouéré', 'Eve Hewson', 'Johnny Ward', 'Sam Keeley', ""Danielle O'Brien"", ""Margaret O'Reilly"", 'Frances McDormand', ""Mairin O'Donovan"", 'Simon Delaney', ""Jer O'Leary"", 'Master Deng', 'Jane Myers', 'Heather Fedyk', 'Iris Frank', 'Andrea Mellos', 'Sarab Kamoo', 'Sarah Carroll', 'Liron Levo', 'Bill Hoffinger', 'David Byrne', 'Fritz Weaver', 'Judd Hirsch', 'Bern Cohen', 'Shea Whigham', 'Nana Ansah', 'Patricia Hicok', 'Gordon Michaels', 'Joyce Van Patten', 'Madge Levinson', 'Dave Krieger', 'Frank Adakai', 'Kerry Condon', 'Seth Adkins', 'Stafford Douglas', 'Grant Goodman', 'Suzanne Enslen', 'Boots Southerland', 'Davis Gloff', 'Ron Coden', 'Amy Julia Cheyfitz', 'Harry Dean Stanton', 'Heinz Lieven', 'Greg Trzaskoma']","['Indigo Film', 'Lucky Red', 'Medusa Film', 'ARP Sélection', 'France 2 Cinéma', 'Element Pictures', 'Fís Éireann/Screen Ireland', 'MEDIA Programme of the European Union', 'Eurimages', 'Section 481', 'Canal+', 'CinéCinéma', 'France Télévisions', 'Intesa San Paolo', 'Pathé']",https://letterboxd.com//film/this-must-be-the-place/
We Need to Talk About Kevin,2011,Lynne Ramsay,"['Drama', 'Thriller']",4.5,3.82,113,"['Spain', 'UK', 'USA']",English,['English'],433397,69462,111414,"['Tilda Swinton', 'Ezra Miller', 'John C. Reilly', 'Jasper Newell', 'Rock Duer', 'Ashley Gerasimovich', 'Siobhan Fallon Hogan', 'Alex Manette', 'Kenneth Franklin', 'Leslie Lyles', 'Paul Diomede', 'Michael Campbell', 'J. Mallory McCree', 'Mark Elliot Wilson', 'James Chen', 'Lauren Fox', 'Blake DeLong', 'Andy Gershenzon', 'Kelly Wade', 'Ursula Parker', 'Jason Shelton', 'Simon MacLean', 'Erin Darke', ""Annie O'Sullivan"", 'Georgia X. Lifsher', 'Aaron Blakely', 'Polly Adams', 'Suzette Gunn', 'Joseph Melendez', 'Rebecca Dealy', 'Louie Rinaldi', 'Johnson Chong', 'Kimberley Drummond', 'Leland Alexander Wheeler', 'Daniel Farcher', 'Jennifer Kim', 'Caitlin Kinnunen', 'J.J. Kandel', 'Maryann Urbano', 'Jose Joaquin Perez', 'Tah von Allmen', 'Joseph Basile', 'Susan-Kate Heaney', 'Jeffrey Mowery', 'Paul Marra', 'Francesca Murdoch']","['BBC Film', 'Independent', 'UK Film Council', 'Footprint Investment Fund', 'Piccadilly Pictures', 'Lipsync Productions', 'Artina Films', 'Rockinghorse Films', 'Caemhan', 'Panaramic', 'Beryl Betty', 'Atlantic Swiss Productions', 'Kanzaman Productions']",https://letterboxd.com//film/we-need-to-talk-about-kevin/
Another Year,2010,Mike Leigh,"['Drama', 'Comedy']",4,3.97,129,"['UK', 'USA']",English,['English'],23245,9548,5614,"['Lesley Manville', 'Ruth Sheen', 'Jim Broadbent', 'Oliver Maltman', 'David Bradley', 'Peter Wight', 'Karina Fernandez', 'Michele Austin', 'Phil Davis', 'Martin Savage', 'Imelda Staunton', 'Stuart McQuarrie', 'Eileen Davies', 'Mary Jo Randle', 'Ben Roberts', 'Ralph Ineson', 'Edna Doré', 'Badi Uzzaman', 'Meneka Das', 'Gary Powell', 'Lisa McDonald', 'David Hobbs']","['Thin Man Films', 'Film4 Productions', 'Focus Features', 'UK Film Council', 'National Lottery', 'Simon Channing Production', 'Sony Pictures Classics']",https://letterboxd.com//film/another-year/
Biutiful,2010,Alejandro González Iñárritu,['Drama'],3,3.81,148,"['Mexico', 'Spain']",Spanish,"['Spanish', 'Cantonese', 'Chinese', 'Wolof']",69071,17035,15047,"['Javier Bardem', 'Maricel Álvarez', 'Hanaa Bouchaib', 'Guillermo Estrella', 'Eduard Fernández', 'Cheikh Ndiaye', 'Diaryatou Daff', 'Cheng Taishen', 'Luo Jin', 'George Chibuikwem Chukwuma', 'Lang Sofia Lin', 'Yodian Yang', 'Tuo Lin', 'Xueheng Chen', 'Xiaoyan Zhang', 'Ailie Ye', 'Xianlin Bao', 'Ana Wagener', 'Rubén Ochandiano', 'Karra Elejalde', 'Nasser Saleh', 'Tomás del Estal', 'Ángel Luis Arjona', 'Dolores Echepares', 'Adelfa Calvo', 'Manolo Solo', 'Violeta Pérez', 'Germán Almendros', 'Isaac Alcayde', 'Nacho Moliné', 'Carmen La Lata', 'Annabel Totusaus', 'Eduardo Gómez', 'Ramón Elies', 'Juan Vicente Sánchez', 'Félix Cubero', 'Carmen Peleteiro', 'Federico Muñoz', 'Leticia Albizuri', 'Maria Casado', 'Judith Huertas', 'Aroa Ortiz', 'Victoria M. Díaz', 'Sonia Cruz', 'Luna Jimémez Colindres', 'Dunia Montenegro', 'Rodica Ioana Ungureanu', 'Albert Grabuleda Capdevila', 'Alain Hernández', 'Pitu Princess', 'Jesus Puchol', 'Sophie Evans']","['Menage Atroz', 'Mod Producciones', 'Focus Features', 'Ikiru Films', 'TVE', 'TV3', 'Instituto de la Cinematografía y de las Artes Audiovisuales']",https://letterboxd.com//film/biutiful/
Certified Copy,2010,Abbas Kiarostami,"['Drama', 'Romance']",4,4.08,106,"['Belgium', 'France', 'Iran', 'Italy']",French,"['French', 'English', 'Italian']",68506,29738,21774,"['Juliette Binoche', 'William Shimell', 'Jean-Claude Carrière', 'Agathe Natanson', 'Gianna Giachetti', 'Adrian Moore', 'Angelo Barbagallo', 'Andrea Laurenzi', 'Filippo Trojano', 'Manuela Balsinelli']","['MK2 Films', 'BiBi Film', 'The Antria Group (TAG)']",https://letterboxd.com//film/certified-copy/
Of Gods and Men,2010,Xavier Beauvois,"['History', 'Drama']",3.5,3.73,120,['France'],French,"['French', 'Arabic']",9941,5722,1581,"['Lambert Wilson', 'Michael Lonsdale', 'Olivier Rabourdin', 'Philippe Laudenbach', 'Jacques Herlin', 'Loïc Pichon', 'Xavier Maly', 'Jean-Marie Frin', 'Abdelhafid Metalsi', 'Sabrina Ouazani', 'Abdellah Moundy', 'Olivier Perrier', 'Farid Larbi', 'Adel Bencherif', 'Benaïssa Ahaouari', 'Idriss Karimi', 'Abdellah Chakiri', 'Goran Kostić', 'Stanislas Stanic', 'Arben Bajraktaraj', 'Zhour Laamri', 'Fatima Hernadi', 'Farid Bouslam', 'Fadia Assal', 'Maria Bouslam', 'Soukaïna Bouslam', 'Rabii Ben Johail', 'Saïd Naciri', 'Hamid Aboutaieb', 'El Alaoui El Hassan']","['Why Not Productions', 'Armada Films', 'France 3 Cinéma']",https://letterboxd.com//film/of-gods-and-men/
