Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
Fair Game,2010,Doug Liman,"['Drama', 'Thriller']",3.5,3.15,108,"['USA', 'United Arab Emirates']",English,['English'],13795,2344,1096,"['Naomi Watts', 'Sean Penn', 'Sam Shepard', 'Noah Emmerich', 'Michael Kelly', 'Bruce McGill', 'David Andrews', 'Tim Griffin', 'Liraz Charhi', 'Khaled El Nabawy', 'Sonya Davison', 'Vanessa Chong', 'Anand Tiwari', 'Stephanie Chai', 'Ty Burrell', 'Jessica Hecht', 'Norbert Leo Butz', 'Rebecca Rigg', 'Brooke Smith', 'Tom McCarthy', 'Ashley Gerasimovich', 'Quinn Broggy', 'Nicholas Sadler', 'Iris Bahr', 'Ghazil', 'Kristoffer Ryan Winters', 'Louis Ozawa', 'Sean Mahon', 'Mohamed Abdel Fatah', 'Rashmi Rao', 'David Denman', 'Remy Auberjonois', 'Sunil Malhotra', 'Kevin Makely', 'Mousa Al Satari', 'Rafat Basel', 'Maysa Abdel Sattar', 'Judith Resnik', 'Ben Mac Brown', 'Satya Bhabha', 'Nabil Koni', 'Mohammad Al Sawalqa', 'Jenny Maguire', 'David Warshofsky', 'Geoffrey Cantor', 'David Ilku', 'Deidre Goodwin', 'Donna Placido', 'Adam LeFevre', 'Brian McCormack', 'James Rutledge', 'Tricia Munford', 'Michael Goodwin', 'Nassar', 'Chet Grissom', ""James Joseph O'Neil"", 'Danni Lang', 'Jane Lee', 'James Moye', 'Judy Maier', 'Polly Holliday', 'Kola Ogundiran', 'Byron Utley', 'Anastasia Barzee', 'Sanousi Sesay', 'Angela Lewis', 'Michelle E. Mancini', 'Rebekah Paltrow Neumann', 'Barbara Grace Romano', 'Satu Runa', 'Kaipo Schwab', 'Harry L. Seddon', 'Kent Sladyk', 'Bill Walters']","['River Road Entertainment', 'Participant', 'Fair Game Productions', 'Dillywood', 'Hypnotic', 'Weed Road Pictures', 'Zucker Productions', 'Imagenation Abu Dhabi FZ']",https://letterboxd.com//film/fair-game-2010/
Outside the Law,2010,Rachid Bouchareb,"['History', 'Action', 'War', 'Drama']",nan,3.3,137,"['Algeria', 'Belgium', 'France']",French,"['French', 'Arabic']",1671,1418,145,"['Jamel Debbouze', 'Roschdy Zem', 'Sami Bouajila', 'Chafia Boudraa', 'Bernard Blancan', 'Sabrina Seyvecou', 'Assaad Bouab', 'Thibault de Montalembert', 'Samir Guesmi', 'Jean-Pierre Lorit', 'Ahmed Benaissa', 'Larbi Zekkal', 'Louisa Nehar', 'Mourad Khen', 'Mohamed Djouhari', 'Mostefa Djadjam', 'Damien Bonnard']","['Agence Algérienne pour le Rayonnement Culturel (AARC)', 'France 3 Cinéma', 'Kissfilms', 'Novak Prod', 'StudioCanal', 'RTBF']",https://letterboxd.com//film/outside-the-law/
La nostra vita,2010,Daniele Luchetti,['Drama'],2.5,3.4,98,"['France', 'Italy']",Italian,['Italian'],1367,481,157,"['Elio Germano', 'Isabella Ragonese', 'Raoul Bova', 'Stefania Montorsi', 'Luca Zingaretti', 'Giorgio Colangeli', 'Alina Berzunțeanu', 'Marius Ignat', 'Awa Ly', 'Emiliano Campagnola', 'Damiano De Laurentis', 'Guglielmo Luca Giannetti', 'Beatrice Mantegazza', 'Federico Luchetti', 'Pietro Catarinozzi', 'Yuri Antonosante', 'Giovanni Turco']","['Cattleya', 'Babe Films', 'RAI Cinema']",https://letterboxd.com//film/la-nostra-vita/
The Princess of Montpensier,2010,Bertrand Tavernier,"['Drama', 'Romance', 'History', 'Action']",nan,3.17,139,"['France', 'Germany']",French,['French'],4355,1081,438,"['Mélanie Thierry', 'Lambert Wilson', 'Gaspard Ulliel', 'Grégoire Leprince-Ringuet', 'Raphaël Personnaz', 'Michel Vuillermoz', 'Philippe Magnan', 'Florence Thomassin', 'Christine Brücher', 'Evelina Meghnagi', 'Judith Chemla', 'César Domboy', 'Jean-Pol Dubois', 'Charles Petit', 'Joséphine de la Baume', 'Anatole de Bodinat', 'Samuel Theis', 'Eric Rulliat', 'Jean-Yves Roan', 'Nathalie Krebs', 'Alain Sachs', 'Tomasz Bialkowski', 'Jean-Claude Calon', 'Olivier Loustau', 'Deborah Grall', 'Mathieu Lourdel', 'Frédéric Bourboulon', 'Francis Camel', 'Frédéric Laforet', 'Romain Vergnaud', 'Yann Vaille']",['Paradis Films'],https://letterboxd.com//film/the-princess-of-montpensier/
Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,"['Fantasy', 'Drama']",2.5,3.9,114,"['Thailand', 'UK', 'France', 'Germany', 'Spain', 'Netherlands']",Thai,"['Thai', 'French', 'Lao']",63664,34293,19015,"['Thanapat Saisaymar', 'Jenjira Pongpas', 'Sakda Kaewbuadee', 'Natthakarn Aphaiwonk', 'Geerasak Kulhong', 'Wallapa Mongkolprasert', 'Kanokporn Tongaram', 'Samud Kugasang', 'Sumit Suebsee', 'Mathieu Ly', 'Vien Pimdee', 'Akachai Aodvieng', 'Prakasit Padsena', 'Nikom Kammach', 'Chophaka Chaiyuchit', 'Winai Ruenrerng', 'Kumgieng Jittamaat', 'Miti Jittamaat', 'Phetmongkol Chantawong', 'Nuttapon Kemthong', 'Atapon Wernziw', 'Tongsit Rachasin', 'Thanabodee Laohawanich', 'Namthip Meaungmaha', 'Nitipong Thinthupthai', 'Corey Booth']","['Illuminations Films', 'Anna Sanders Films', 'Kick the Machine', 'The Match Factory', 'GFF', 'Eddie Saeta', 'ZDF/Arte', 'Haus der Kunst', 'Foundation for Art and Creative Technology (FACT)', 'Animate Projects Limited']",https://letterboxd.com//film/uncle-boonmee-who-can-recall-his-past-lives/
Outrage,2010,Takeshi Kitano,"['Crime', 'Action', 'Drama']",1.5,3.51,109,['Japan'],Japanese,['Japanese'],18061,5206,3822,"['Takeshi Kitano', 'Kippei Shiina', 'Ryo Kase', 'Tomokazu Miura', 'Fumiyo Kohinata', 'Jun Kunimura', 'Tetta Sugimoto', 'Renji Ishibashi', 'Tokio Emoto', 'Soichiro Kitamura', 'Eihi Shiina', 'Takashi Tsukamoto', 'Yuka Itaya', 'Hideo Nakano', ""Shin'yû Fujiwara"", 'Akiko Kobayashi', 'Masaki Miura', 'Kenji Morinaga', 'Tadashi Sakata', 'Yûya Takayama', 'Naoko Watanabe', 'Eiji Takigawa', 'Jun Etoh', 'Daisuke Kuroda', 'Yasuto Kosuda', 'Takamitsu Nonaka', 'Hershel Peppers', 'Shinji Hiwatashi', 'Tomo Uchino', 'Yujiro Komura', 'Takahiro Togawa', 'Mikiya Sanada', 'Reita Serizawa', 'Shinsuke Hiratsuka', 'Nanako Kodama', 'Erina Kojima', 'Toshiyuki Watarai', 'Junko Nakamura', 'Makita Sports', 'Kenta Elizabeth III', 'Leon Shibli Ahmad']",['Tokyo FM'],https://letterboxd.com//film/106013/
Poetry,2010,Lee Chang-dong,['Drama'],4,4.18,139,"['France', 'South Korea']",Korean,['Korean'],32642,16583,10820,"['Yoon Jeong-hee', 'Lee Da-wit', 'Kim Hee-ra', 'Ahn Nae-sang', 'Kim Yong-taek', 'Park Myung-shin', 'Jang Hye-jin', 'Kim Nam-jin', 'Kim Jong-goo', 'Kim Hye-jung', 'Min Bok-gi', 'Kim Ja-young', 'Kim Gye-sun', 'Eun-yeong Kim', 'Choi Moon-soon', 'Park Hyun-woo']","['UniKorea Pictures', 'Pinehouse Film', 'Next Entertainment World', 'Diaphana Edition Video', 'Diaphana Films', 'KT Capital Corporation', 'Finecut']",https://letterboxd.com//film/poetry/
Chongqing Blues,2010,Wang Xiaoshuai,['Drama'],3,3.39,110,['China'],Chinese,['Chinese'],319,344,44,"['Wang Xueqi', 'Fan Bingbing', 'Qin Hao', 'Wang Ziyi', 'Ding Jiali', 'Zhang Jiayi', 'Wang Kuirong', 'Li Fei Er', 'Li Lingyu', 'Lan Wang', 'He Yumeng']","['Dongchun Films (Beijing)', 'WXS Productions']",https://letterboxd.com//film/chongqing-blues/
Route Irish,2010,Ken Loach,['Drama'],nan,3.23,109,"['UK', 'France', 'Italy', 'Belgium', 'Spain']",English,['English'],1549,591,134,"['Mark Womack', 'John Bishop', 'Andrea Lowe', 'Trevor Williams', 'Geoff Bell', 'Jack Fortune', 'Talib Hamafraj', 'Jamie Michie', 'Najwa Nimri', 'Stephen Lord', 'Gary Cargill', 'Craig Lundberg', 'Russell Anderson', 'Bradley Thompson', 'Daniel Foy', 'Maggie Southers', 'R. David', 'Donna Elso', 'Tony Schumacher', 'Jaimes Locke', 'Tayf Basil', 'Ranj Hawra']","['Sixteen Films', 'Why Not Productions', 'Wild Bunch', 'Urania Pictures', 'Les Films du Fleuve', 'Tornasol Films']",https://letterboxd.com//film/route-irish/
My Joy,2010,Sergei Loznitsa,['Drama'],nan,3.59,128,"['Germany', 'Ukraine', 'Netherlands']",Russian,"['Russian', 'German']",2056,1489,297,"['Olga Shuvalova', 'Vlad Ivanov', 'Vladimir Golovin', 'Aleksey Vertkov', 'Dmitry Gotsdiner', 'Maria Varsami', 'Boris Kamorzin', 'Pavel Vorozhtsov', 'Viktor Nemets', 'Dmitry Poddubny', 'Vyacheslav Shikhaleev', 'Timofey Tribuntsev', 'Pavel Chukreev', 'Dmitriy Bykovskiy-Romashov', 'Dmitriy Mulyar', 'Konstantin Shelestun', 'Sergey Kolesov', 'Galina Popova']","['ma.ja.de. Fiction', 'ARTE', 'Sota Cinema Group']",https://letterboxd.com//film/my-joy/
Tender Son: The Frankenstein Project,2010,Kornél Mundruczó,['Drama'],nan,3.19,105,"['Hungary', 'Germany', 'Austria']",Hungarian,"['Hungarian', 'German']",401,322,35,"['Rudolf Frecska', 'Lili Monori', 'Kornél Mundruczó', 'Kitty Csíkos', 'Miklós Székely B.', 'Diána Kiss', 'Natasa Stork', 'Margitai Ági']","['Essential Filmproduktion', 'Filmpartners', 'KGP Kranzelbinder Gabriele Production', 'Laokoon Filmgroup', 'Proton Cinema']",https://letterboxd.com//film/tender-son-the-frankenstein-project/
The Housemaid,2010,Im Sang-soo,"['Thriller', 'Drama']",nan,3.07,107,['South Korea'],Korean,['Korean'],15272,3286,1597,"['Jeon Do-yeon', 'Lee Jung-jae', 'Seo Woo', 'Youn Yuh-jung', 'Park Ji-young', 'Ahn Seo-hyun', 'Hwang Jeong-min', 'Moon So-ri', 'Chae Tae-back', 'Chun Sin-hwan', 'Noh Sang-min', 'Jang Soon-kyu', 'Cho Yong-jae', 'Lim Hyun-kyung']","['Sidus', 'Sidus FNH-Benex Cinema Fund 1', 'Michigan Venture Capital', 'Stareast Digital Laboratory', 'Hanwha Entertainment Fund No. 1', 'Mirovision', 'CJ Entertainment', 'Korean Film Council']",https://letterboxd.com//film/the-housemaid-2010/
On Tour,2010,Mathieu Amalric,"['Drama', 'Comedy']",nan,3.45,111,"['Germany', 'France']",French,"['French', 'English']",1922,747,256,"['Miranda Colclasure', 'Suzanne Ramsey', 'Dirty Martini', 'Julie Atlas Muz', 'Angela de Lorenzo', 'Alexander Craven', 'Mathieu Amalric', 'Damien Odoul', 'Ulysse Klotz', 'Simon Roth', 'Joseph Roth', 'Aurélia Petit', 'Antoine Gouy', 'Pierre Grimblat', 'Jean-Toussaint Bernard', 'Anne Benoît', 'Florence Ben Sadoun', 'Erwan Ribard', 'Julie Ferrier', 'Franzo Curcio', 'André S. Labarthe', 'Jean-François Marquet', 'Laurent Roth', 'Alexia Crisp-Jones', 'Hélène Houël', 'Feriel', 'Erick Lenoir', 'Xavier Pottier']",['Les Films du Poisson'],https://letterboxd.com//film/on-tour-2010/
A Screaming Man,2010,Mahamat-Saleh Haroun,"['War', 'Drama']",nan,3.58,92,"['Belgium', 'Chad', 'France']",French,"['French', 'Arabic']",2377,1778,434,"['Youssouf Djaoro', 'Diouc Koma', ""Emile Abossolo M'bo"", ""Hadje Fatime N'Goua"", 'Marius Yelolo', 'Djénéba Koné', 'Heling Li', 'Rémadji Adèle Ngaradoumbaye', 'John Mbaiedoum', 'Sylvain Mbaikoubou', 'Abdou Boukar', 'Fatimé Nguenabaye', 'Gérard Ganda Mayoumbila', 'Mahamat Choukou', 'Tourgoudi Oumar', 'Hadre Dounia', 'Hilaire Ndolassem']","['Entre Chien et Loup', 'Göi-Göi Productions', 'Pili Films']",https://letterboxd.com//film/a-screaming-man/
Burnt by the Sun 2: Exodus,2010,Nikita Mikhalkov,"['War', 'Drama']",nan,2.87,180,['Russian Federation'],Russian,['Russian'],581,323,22,"['Nikita Mikhalkov', 'Oleg Menshikov', 'Evgeny Mironov', 'Dmitriy Dyuzhev', 'Artur Smolyaninov', 'Andrey Merzlikin', 'Sergey Garmash', 'Sergei Makovetsky', 'Irina Apeksimova', 'Andrei Panin', 'Mikhail Efremov', 'Aleksey Petrenko', 'Pavel Derevyanko', 'Vladimir Ilin', 'Valentin Gaft', 'Viktoriya Tolstoganova', 'Artyom Mikhalkov', 'Rimma Markova', 'Aleksandr Adabashyan', 'Aleksei Buldakov', 'Daniil Spivakovskiy', 'Maksim Sukhanov', 'Roman Madyanov', 'Evgeniy Stychkin', 'Nadezhda Mikhalkova', 'Valeriy Zolotukhin', 'Angelina Mirimskaya', 'Maksim Vinogradov', 'Natalya Surkova', 'Stepan Devonin', 'Igor Khripunov', 'Sergey Kempo', 'Maksim Klyanov', 'Oleg Vasilkov', 'Sergey Burunov', 'Ivan Vlasov', 'Vyacheslav Ganenko', 'Aleksandr Golubkov', 'Eugeny Ermakov', 'Simon Schwarz', 'Robert Dölle', ""Ivan G'Vera"", 'Karel Dobrý']","['Studio Trite', 'Golden Eagle', 'Ministry of Culture of the Russian Federation']",https://letterboxd.com//film/burnt-by-the-sun-2-exodus/
In the Beginning,2009,Xavier Giannoli,['Drama'],nan,3.46,130,['France'],French,['French'],964,321,105,"['François Cluzet', 'Emmanuelle Devos', 'Gérard Depardieu', 'SoKo', 'Vincent Rottiers', 'Brice Fournier', 'Franck Andrieux', 'Stéphan Wojtowicz', 'Patrick Descamps', 'Stéphane Jobert', 'Éric Herson-Macarel', 'Patrick Bonnel', 'François Loriquet', 'Nathalie Boutefeu', 'Corinne Masiero']","['Rectangle Productions', 'EuropaCorp', 'France 3 Cinéma', 'Studio 37']",https://letterboxd.com//film/in-the-beginning-2009/
Antichrist,2009,Lars von Trier,"['Thriller', 'Horror', 'Drama']",5,3.41,108,"['Denmark', 'France', 'Germany', 'Italy', 'Poland', 'Sweden']",English,['English'],227222,58543,44947,"['Willem Dafoe', 'Charlotte Gainsbourg', 'Storm Acheche Sahlstrøm']","['Zentropa Entertainments', 'DR', 'Trollhättan Film', 'Memfis Film', 'Lucky Red', 'ZDF', 'Slot Machine', 'Zentropa International Köln', 'Zentropa International Poland', 'ZDF/Arte', 'Liberator Productions', 'PISF', 'Svenska Filminstitutet', 'Canal+', 'ARTE France Cinéma', 'SVT', 'ARTE', 'Film i Väst', 'Deutscher Filmförderfonds', 'CNC', 'TrustNordisk']",https://letterboxd.com//film/antichrist/
Thirst,2009,Park Chan-wook,"['Drama', 'Horror', 'Thriller']",4.5,3.77,134,['South Korea'],Korean,"['Korean', 'French', 'English']",86614,38569,23234,"['Song Kang-ho', 'Kim Ok-vin', 'Kim Hae-sook', 'Shin Ha-kyun', 'Park In-hwan', 'Song Young-chang', 'Oh Dal-su', 'Ériq Ebouaney', 'Seo Dong-soo', 'Choi Hee-jin', 'Ra Mi-ran', 'Lee Hwa-ryong', 'Mercedes Cabral', 'Kim Hee-ok', 'Choi Jong-ryul', 'Son Jong-hak', 'Han Chul-woo', 'Jo Deok-jae', 'Jo Moon-ee', 'Hwang Woo-seul-hye', 'Thati Peele', 'Goo Yong-wan', 'Kim Tae-hee', 'Natallia Bulynia']","['CJ Entertainment', 'Moho Film', 'Focus Features']",https://letterboxd.com//film/thirst-2009/
Bright Star,2009,Jane Campion,"['Romance', 'Drama']",4,3.67,119,"['Australia', 'France', 'Italy', 'UK']",English,"['English', 'French']",35310,13584,8319,"['Abbie Cornish', 'Ben Whishaw', 'Paul Schneider', 'Kerry Fox', 'Edie Martin', 'Thomas Brodie-Sangster', 'Claudie Blakley', 'Gerard Monaco', 'Antonia Campbell-Hughes', 'Samuel Roukin', 'Amanda Hale', 'Lucinda Raikes', 'Samuel Barnett', 'Jonathan Aris', 'Olly Alexander', 'Roger Ashton-Griffiths', 'Eileen Davies', 'Sebastian Armesto', 'Adrian Schiller', 'Theresa Watson', 'Vincent Franklin']","['BBC Film', 'Pathé Renn Productions', 'UK Film Council', 'Screen Australia', 'Hopscotch Productions', 'Jan Chapman Films', 'Australian Film Finance Corporation']",https://letterboxd.com//film/bright-star/
Spring Fever,2009,Lou Ye,"['Drama', 'Romance']",nan,3.67,116,"['China', 'France']",Chinese,"['Chinese', 'Cantonese']",1905,1015,369,"['Qin Hao', 'Chen Sicheng', 'Tan Zhuo', 'Wei Wu', 'Jiaqi Jiang', 'Zhang Songwen', 'Huang Xuan']","['Dream Factory', 'Rosem Films (F)']",https://letterboxd.com//film/spring-fever-2009/
The White Ribbon,2009,Michael Haneke,"['Drama', 'Mystery']",4,4.19,144,"['Austria', 'Canada', 'France', 'Germany', 'Italy']",German,"['German', 'Italian', 'Polish']",83909,34151,21727,"['Christian Friedel', 'Ernst Jacobi', 'Burghart Klaußner', 'Steffi Kühnert', 'Maria Dragus', 'Susanne Lothar', 'Rainer Bock', 'Roxane Duran', 'Eddy Grahl', 'Ursina Lardi', 'Ulrich Tukur', 'Fion Mutert', 'Leonie Benesch', 'Levin Henning', 'Leonard Proxauf', 'Josef Bierbichler', 'Gabriela Maria Schmeide', 'Janina Fautz', 'Detlev Buck', 'Birgit Minichmayr', 'Carmen-Maja Antoni', 'Michael Kranz', 'Thibault Sérié', 'Johanna Busse', 'Enno Trebs', 'Theo Trebs', 'Miljan Chatelain', 'Branko Samarovski', 'Klaus Manchen', 'Sebastian Hülk', 'Kai-Peter Malina', 'Kristina Kneppek', 'Stephanie Amarell', 'Bianca Mey', 'Aaron Denkel', 'Mika Ahrens', 'Anne-Kathrin Gummich', 'Luzie Ahrens', 'Gary Bestla', 'Leonard Boes', 'Felix Boettcher', 'Sophie Czech', 'Paraschiva Dragus', 'Selina Ewald', 'Nora Gruler', 'Tim Guderjahn', 'Jonas Jennerjahn', 'Ole Joensson', 'Gerrit Langentepe', 'Lena Pankow', 'Sebastian Pauli', 'Franz Rewoldt', 'Kevin Schmolinski', 'Alexander Sedl', 'Nino Seide', 'Marvin Ray Spey', 'Malin Steffen', 'Lilli Trebs', 'Paul Wolf', 'Margarete Zimmermann', 'Christian Klischat', 'Michael Schenk', 'Hanuš Polak jr.', 'Sara Schivazappa', 'Marisa Growaldt', 'Vincent Krüger', 'Rüdiger Hauffe', 'Arndt Schwering-Sohnrey', 'Florian Köhler', 'Sebastian Łach', 'Marcin Tyrol', 'Sebastian Badurek', 'Krzysztof Zarzecki', 'Sebastian Pawlak', 'Lilli Fichtner', 'Amelie Litwin', 'Paula Kalinski', 'Matthias Linke', 'Vladik Otaryan', 'Peter Mörike', 'Hans-Matthias Glassmann', 'Nikita Vaganov', 'Mercedes Jadea Diaz', 'Simon Pawlowsky']","['Lucky Red', 'wega film vienna', 'Les Films du Losange', 'X Filme Creative Pool']",https://letterboxd.com//film/the-white-ribbon/
Enter the Void,2009,Gaspar Noé,"['Fantasy', 'Drama']",nan,3.76,161,"['Canada', 'France', 'Germany', 'Italy', 'Japan']",English,"['English', 'Japanese']",221323,58638,65758,"['Paz de la Huerta', 'Nathaniel Brown', 'Cyril Roy', 'Olly Alexander', 'Masato Tanno', 'Ed Spear', 'Emily Alyn Lind', 'Jesse Kuhn', 'Nobuko Imai', 'Sakiko Fukuhara', 'Janice Béliveau-Sicotte', 'Sara Stockbridge', 'Stuart Miller', 'Emiko Takeuchi', 'Rumiko Kimishima']","['BIM Distribuzione', 'Wild Bunch', 'Canal+', 'Fidélité Films', 'Les Cinémas de la Zone', 'Essential Filmproduktion', 'Paranoid', 'Eurimages', 'FFA', 'OCS', 'Ministère de la Culture et de la Communication', 'Marc Dorcel']",https://letterboxd.com//film/enter-the-void/
Fish Tank,2009,Andrea Arnold,['Drama'],4,3.83,123,"['Netherlands', 'UK']",English,['English'],93483,31191,22569,"['Katie Jarvis', 'Michael Fassbender', 'Kierston Wareing', 'Rebecca Griffiths', 'Harry Treadaway', 'Jason Maza', 'Jack Gordon', 'Joanna Horton', 'Sarah Bayes', 'Grant Wild', 'Sydney Mary Nash', 'Carrie-Ann Savill', 'Toyin Ogidi', 'Charlotte Collins', 'Kirsty Smith', 'Chelsea Chase', 'Brooke Hobby', 'Nick Staverson', 'Anthony Geary', 'Geoff McCracken', 'Val King', 'Peter Roue', 'Charlie Baker', 'Kishana Thomas', 'Raquel Thomas', 'Natasha Ilic', 'Maxine Brogan', 'Kirsty Page', 'Georgia Crane']","['BBC Film', 'UK Film Council', 'ContentFilm', 'Kasander Film Company']",https://letterboxd.com//film/fish-tank/
Inglourious Basterds,2009,Quentin Tarantino,"['Drama', 'Thriller', 'War']",5,4.33,153,"['France', 'Germany', 'USA']",English,"['English', 'German', 'French', 'Italian']",2219764,300834,920364,"['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz', 'Eli Roth', 'Michael Fassbender', 'Diane Kruger', 'Daniel Brühl', 'Til Schweiger', 'Gedeon Burkhard', 'Jacky Ido', 'B.J. Novak', 'Omar Doom', 'August Diehl', 'Denis Ménochet', 'Sylvester Groth', 'Martin Wuttke', 'Mike Myers', 'Julie Dreyfus', 'Léa Seydoux', 'Richard Sammel', 'Alexander Fehling', 'Rod Taylor', 'Samm Levine', 'Paul Rust', 'Michael Bacall', 'Arndt Schwering-Sohnrey', 'Petra Hartung', 'Volker Michalowski', 'Ken Duken', 'Christian Berkel', 'Tina Rodriguez', 'Lena Friedrich', 'Ludger Pistor', 'Jana Pallaske', 'Wolfgang Lindner', 'Michael Kranz', 'Rainer Bock', 'André Penvern', 'Sebastian Hülk', 'Buddy Joe Hooker', 'Sönke Möhring', 'Carlos Fidel', 'Hilmar Eichhorn', 'Patrick Elias', 'Eva Löbau', 'Salvadore Brandt', 'Jasper Linnewedel', 'Wilfried Hochholdinger', 'Olivier Girard', 'Michael Scheel', 'Leo Plank', 'Andreas Tietz', 'Bo Svenson', 'Enzo G. Castellari', 'Christian Brückner', 'Samuel L. Jackson', 'Bela B.', 'Noemi Besedes', 'Hélène Cardona', 'Jake Garber', 'Sabrina Rattey', 'Alex Boden', 'Guido Föhrweißer', 'Harvey Keitel', 'Andrew Napier', 'Greg Nicotero', 'Quentin Tarantino', 'Vitus Wieser', 'Bea-Marie Rück', 'Daniela Schwerdt', 'Anne-Sophie Franck']","['The Weinstein Company', 'Universal Pictures', 'A Band Apart', 'Zehnte Babelsberg Film', 'Visiona Romantica', 'Peninsula Films']",https://letterboxd.com//film/inglourious-basterds/
Kinatay,2009,Brillante Mendoza,"['Drama', 'Thriller', 'Crime', 'Horror']",2,3.43,105,"['France', 'Philippines']",Tagalog,['Tagalog'],1771,1742,219,"['Coco Martin', 'Ping Medina', 'Jhong Hilario', 'Maria Isabel Lopez', 'Julio Diaz', 'John Regala', 'Mark Meily', 'Mercedes Cabral', 'Allan Paule', 'Susan Africa', 'Lou Veloso', 'Ruby Ruiz', 'Lauren Novero', 'Benjie Filomeno', 'Sofia Lee', 'Mely Soriano', 'Ruby Saavedra', 'Chris Garrido', 'Raymond Nullan', 'Jim Libiran', 'Arlyn dela Cruz', 'Benhur Abalos', 'Jeffrey Sison', 'Daniel Dama Penaranda', 'Aaron Rivera', 'Antonio de Guzman Jr.']","['Centerstage Productions', 'Swift Productions']",https://letterboxd.com//film/kinatay/
Wild Grass,2009,Alain Resnais,"['Drama', 'Romance']",nan,3.47,104,"['France', 'Italy']",French,['French'],4199,2232,506,"['André Dussollier', 'Sabine Azéma', 'Emmanuelle Devos', 'Mathieu Amalric', 'Anne Consigny', 'Michel Vuillermoz', 'Annie Cordy', 'Nicolas Duvauchelle', 'Roger Pierre', 'Paul Crauchet', 'Jean-Michel Ribes', 'Sara Forestier', 'Patrick Mimoun', 'Édouard Baer']","['F Comme Film', 'France 2 Cinéma', 'BIM Distribuzione', 'TPS Star', 'Eurimages', 'Cinémage 3', 'CNC', 'La Région Île-de-France', 'Canal+', 'StudioCanal']",https://letterboxd.com//film/wild-grass/
Looking for Eric,2009,Ken Loach,"['Drama', 'Comedy']",nan,3.62,119,"['Belgium', 'France', 'Italy', 'Spain', 'UK']",English,"['English', 'French']",10108,2125,1794,"['Éric Cantona', 'Steve Evets', 'Stephanie Bishop', 'John Henshaw', 'Gerard Kearns', 'Stefan Gumbs', 'Lucy-Jo Hudson', 'Justin Moorhouse', 'Matthew McNulty', 'Smug Roberts', 'Mick Ferry', 'Maxton Beesley', 'Steve Marsh', 'Ryan Pope', 'Cleveland Campbell', 'Laura Ainsworth', 'Julie Brown', 'Des Sharples', 'Greg Cook', 'Johnny Travis', 'Kelly Bowland']","['Diaphana Films', 'Film4 Productions']",https://letterboxd.com//film/looking-for-eric/
Broken Embraces,2009,Pedro Almodóvar,"['Drama', 'Romance', 'Thriller']",3.5,3.72,127,['Spain'],Spanish,"['Spanish', 'English']",37804,9691,7525,"['Penélope Cruz', 'Lluís Homar', 'Blanca Portillo', 'José Luis Gómez', 'Rubén Ochandiano', 'Tamar Novas', 'Ángela Molina', 'Chus Lampreave', 'Kiti Mánver', 'Lola Dueñas', 'Mariola Fuentes', 'Carmen Machi', 'Kira Miró', 'Rossy de Palma', 'Alejo Sauras', 'Carlos Sampedro', 'Ramón Pons', 'Coté Soler', 'Marta Aledo', 'Carlos Leal', 'Chema Ruiz', 'Dani Martín', 'Jöns Pappila', 'Javi Coll', 'Juan Bautista Cucarella', 'Lyng Dyrup', 'Enrique Aparicio', 'Enrique Vargas', 'Viviana Espinoza', 'Fernando Lueches', 'Fernando Iglesias', 'Javier Giner', 'Carlos García Cambero', 'Bina Daigeler', 'Agustín Almodóvar', 'Esther García', 'Karola Sánchez', 'Yuyi Beringola', 'José Coromina', 'Sergio Díaz', 'Jaime Fernández-Cid Buscató']","['El Deseo', 'Ministerio de Cultura España', 'Warner Bros. Entertainment España', 'Cameo Media', 'Canal+ España', 'Universal Pictures International', 'Focus Features']",https://letterboxd.com//film/broken-embraces/
Map of the Sounds of Tokyo,2009,Isabel Coixet,"['Drama', 'Romance', 'Thriller']",nan,3.16,109,['Spain'],English,"['English', 'Japanese']",1686,745,194,"['Rinko Kikuchi', 'Sergi López', 'Min Tanaka', 'Manabu Oshio', 'Takeo Nakahara', 'Hideo Sakaki']","['Mediapro', 'Versátil Cinema']",https://letterboxd.com//film/map-of-the-sounds-of-tokyo/
Taking Woodstock,2009,Ang Lee,"['Comedy', 'Drama', 'Music']",nan,3.1,120,['USA'],English,['English'],20735,4217,2162,"['Demetri Martin', 'Imelda Staunton', 'Henry Goodman', 'Liev Schreiber', 'Jonathan Groff', 'Eugene Levy', 'Emile Hirsch', 'Paul Dano', 'Kelli Garner', 'Jeffrey Dean Morgan', 'Adam Pally', 'Mamie Gummer', 'Dan Fogler', 'Skylar Astin', 'Richard Thomas', 'Kevin Chamberlin', 'Edward Hibbert', 'Lee Wong', 'Katherine Waterston', 'Anthoula Katsimatides', 'Clark Middleton', 'Bette Henritze', 'Sondra James', 'Christina Kirk', 'Daniel Eric Gold', 'Josh Safdie', 'Kevin Sussman', 'Caitlin FitzGerald', 'David Lavine']",['Focus Features'],https://letterboxd.com//film/taking-woodstock/
